"규모별","산업별","항목","단위","2003 년","2002 년","2001 년","2000 년","1999 년","1998 년",
"전규모(10인이상)","전산업","노동비용총액[천원]","천원","3206","2827.57111","2661.10679","2777.33279","2370.76527","2324.7",
"전규모(10인이상)","전산업","현금급여총계[천원]","천원","2293.3","2053.45705","1840.42244","1740.69132","1550.01203","1409.4",
"전규모(10인이상)","전산업","정액및초과[천원]","천원","1756.9","1579.73582","1425.15107","1349.55655","1217.32804","1139",
"전규모(10인이상)","전산업","상여금등특별급여[천원]","천원","536.5","473.72123","415.27137","391.13477","332.68399","270.4",
"전규모(10인이상)","전산업","현금급여외 노동비용(계)[천원]","천원","912.6","774.11406","820.68435","1036.64147","820.75324","915.3",
"전규모(10인이상)","전산업","퇴직금등비용[천원]","천원","378.5","291.12171","384.73223","628.64807","435.97554","612.7",
"전규모(10인이상)","전산업","현물지급비용[천원]","천원","3.4","3.2937","1.88347","3.94733","4.69324","2.4",
"전규모(10인이상)","전산업","법정복리비[천원]","천원","242.8","220.47794","209.17506","182.1948","163.01807","121.3",
"전규모(10인이상)","전산업","법정외복리비[천원]","천원","227.3","197.29472","173.69213","168.68862","173.52039","140.8",
"전규모(10인이상)","전산업","모집비[천원]","천원","3.1","2.7431","3.08927","3.04285","2.48588","1.2",
"전규모(10인이상)","전산업","교육훈련비[천원]","천원","46.9","48.33792","40.57889","40.003","33.11226","28.6",
"전규모(10인이상)","전산업","기타노동비용[천원]","천원","10.5","10.84498","7.5333","10.1168","7.94786","8.4",
"전규모(10인이상)","광 업(10-14)","노동비용총액[천원]","천원","3708.9","3167.8602","3467.91959","3867.02345","2522.3677","3097.1",
"전규모(10인이상)","광 업(10-14)","현금급여총계[천원]","천원","2298.5","1992.48831","1778.31639","1696.16984","1560.32943","1513.5",
"전규모(10인이상)","광 업(10-14)","정액및초과[천원]","천원","1755.1","1580.22021","1440.3507","1362.38104","1285.88301","1264.7",
"전규모(10인이상)","광 업(10-14)","상여금등특별급여[천원]","천원","543.4","412.2681","337.96569","333.78879","274.44642","248.8",
"전규모(10인이상)","광 업(10-14)","현금급여외 노동비용(계)[천원]","천원","1410.4","1175.37188","1689.6032","2170.85361","962.03827","1583.7",
"전규모(10인이상)","광 업(10-14)","퇴직금등비용[천원]","천원","270.2","213.3192","839.7006","1430.88367","309.66707","1006.4",
"전규모(10인이상)","광 업(10-14)","현물지급비용[천원]","천원","1.5","1.35959","1.15456","1.32187","1.08744","1",
"전규모(10인이상)","광 업(10-14)","법정복리비[천원]","천원","965.6","799.80838","708.7932","601.98732","522.9655","405",
"전규모(10인이상)","광 업(10-14)","법정외복리비[천원]","천원","162.6","151.66076","132.5281","126.07834","123.56995","160.2",
"전규모(10인이상)","광 업(10-14)","모집비[천원]","천원",".3",".70561",".12438",".10862",".18404",".2",
"전규모(10인이상)","광 업(10-14)","교육훈련비[천원]","천원","4.1","3.68282","3.34272","7.26353","2.05407","8.4",
"전규모(10인이상)","광 업(10-14)","기타노동비용[천원]","천원","6.1","4.83551","3.95962","3.21026","2.5102","2.5",
"전규모(10인이상)","석탄광업","노동비용총액[천원]","천원","3877.1","3415.12245","3825.48886","4361.68891","2651.21574","3463.2",
"전규모(10인이상)","석탄광업","현금급여총계[천원]","천원","2383.1","2140.41521","1877.9515","1820.59622","1587.098","1632.8",
"전규모(10인이상)","석탄광업","정액및초과[천원]","천원","1754.7","1601.80165","1414.57689","1312.61968","1302.43491","1214.8",
"전규모(10인이상)","석탄광업","상여금등특별급여[천원]","천원","628.4","538.61357","463.37461","507.97654","284.66309","418",
"전규모(10인이상)","석탄광업","현금급여외 노동비용(계)[천원]","천원","1494","1274.70724","1947.53736","2541.09269","1064.11774","1830.4",
"전규모(10인이상)","석탄광업","퇴직금등비용[천원]","천원","216.6","212.92847","1013.73754","1725.30784","336.17776","1173.7",
"전규모(10인이상)","석탄광업","현물지급비용[천원]","천원","1.7","1.51952","1.4339","1.55306","1.29883","1.2",
"전규모(10인이상)","석탄광업","법정복리비[천원]","천원","1115.4","904.74896","815.2005","683.11941","596.27434","465.3",
"전규모(10인이상)","석탄광업","법정외복리비[천원]","천원","151.6","147.31094","110.8821","120.11873","126.24515","177.6",
"전규모(10인이상)","석탄광업","모집비[천원]","천원",".3",".76036",".06986",".11442",".18081",".2",
"전규모(10인이상)","석탄광업","교육훈련비[천원]","천원","4.3","3.88797","2.4046","8.08028","2.10695","10.3",
"전규모(10인이상)","석탄광업","기타노동비용[천원]","천원","4.2","3.55102","3.80886","2.79893","1.83391","2.1",
"전규모(10인이상)","금속 광업","노동비용총액[천원]","천원","2678.8","2595.03349","2262.07198","2170.05809","1722.55717","1602.9",
"전규모(10인이상)","금속 광업","현금급여총계[천원]","천원","2025.2","2076.58917","1818.12666","1773.32614","1178.1599","1135.6",
"전규모(10인이상)","금속 광업","정액및초과[천원]","천원","1698.7","1647.14848","1209.99027","1242.35261","998.24873","1040.3",
"전규모(10인이상)","금속 광업","상여금등특별급여[천원]","천원","326.5","429.44069","608.13639","530.97353","179.91117","95.3",
"전규모(10인이상)","금속 광업","현금급여외 노동비용(계)[천원]","천원","653.6","518.44432","443.94532","396.73195","544.39727","467.3",
"전규모(10인이상)","금속 광업","퇴직금등비용[천원]","천원","266.5","248.83868","121.65122","134.84826","315.72642","227.6",
"전규모(10인이상)","금속 광업","현물지급비용[천원]","천원","0","1.09071","0",".65147",".30724","0",
"전규모(10인이상)","금속 광업","법정복리비[천원]","천원","221.6","183.16495","184.69679","162.58795","152.85052","170.1",
"전규모(10인이상)","금속 광업","법정외복리비[천원]","천원","143.1","79.5367","136.1869","95.54438","73.43401","66.3",
"전규모(10인이상)","금속 광업","모집비[천원]","천원","1.2",".34078","0","0",".42746",".2",
"전규모(10인이상)","금속 광업","교육훈련비[천원]","천원","2","1.43902","1.41041","1.86211",".59631",".1",
"전규모(10인이상)","금속 광업","기타노동비용[천원]","천원","19.3","4.03349","0","1.23779","1.0553","3",
"전규모(10인이상)","기타 광업 및 채석업","노동비용총액[천원]","천원","3460.6","2644.79091","2438.06703","2217.70804","2102.7216","2082.6",
"전규모(10인이상)","기타 광업 및 채석업","현금급여총계[천원]","천원","2231.4","1886.90643","1684.88334","1613.31617","1635.14075","1434.4",
"전규모(10인이상)","기타 광업 및 채석업","정액및초과[천원]","천원","1753.1","1568.75752","1488.34497","1414.58989","1370.63334","1317.1",
"전규모(10인이상)","기타 광업 및 채석업","상여금등특별급여[천원]","천원","478.3","318.14891","196.53837","198.72627","264.50741","117.3",
"전규모(10인이상)","기타 광업 및 채석업","현금급여외 노동비용(계)[천원]","천원","1229.1","757.88448","753.18369","604.39187","467.58085","648.2",
"전규모(10인이상)","기타 광업 및 채석업","퇴직금등비용[천원]","천원","633.5","201.03717","119.45862","95.00043","95.36656","387",
"전규모(10인이상)","기타 광업 및 채석업","현물지급비용[천원]","천원",".3",".35398","0","0","0","0",
"전규모(10인이상)","기타 광업 및 채석업","법정복리비[천원]","천원","332.5","326.06065","329.86304","298.49893","220.50331","149.6",
"전규모(10인이상)","기타 광업 및 채석업","법정외복리비[천원]","천원","246.7","212.59599","283.95282","197.71934","140.00281","104.9",
"전규모(10인이상)","기타 광업 및 채석업","모집비[천원]","천원",".1",".4767",".60228",".14758",".02705","0",
"전규모(10인이상)","기타 광업 및 채석업","교육훈련비[천원]","천원","3.9","3.19563","11.41512","4.97675","2.72891","1.4",
"전규모(10인이상)","기타 광업 및 채석업","기타노동비용[천원]","천원","12.1","14.16437","7.89181","8.04884","8.95221","5.3",
"전규모(10인이상)","제 조 업(15-37)","노동비용총액[천원]","천원","2927.9","2684.35596","2403.86722","2450.83263","2116.515","2012.4",
"전규모(10인이상)","제 조 업(15-37)","현금급여총계[천원]","천원","2065.1","1907.62409","1696.70164","1601.0027","1437.6564","1289.4",
"전규모(10인이상)","제 조 업(15-37)","정액및초과[천원]","천원","1596.5","1482.53872","1308.56377","1243.12763","1137.12833","1056",
"전규모(10인이상)","제 조 업(15-37)","상여금등특별급여[천원]","천원","468.6","425.08537","388.13787","357.87507","300.52807","233.4",
"전규모(10인이상)","제 조 업(15-37)","현금급여외 노동비용(계)[천원]","천원","862.8","776.73187","707.16558","849.82993","678.8586","723",
"전규모(10인이상)","제 조 업(15-37)","퇴직금등비용[천원]","천원","311.8","305.82666","286.5223","459.33894","329.8194","447",
"전규모(10인이상)","제 조 업(15-37)","현물지급비용[천원]","천원","5.1","4.60132","2.62976","5.56684","8.0678","3.5",
"전규모(10인이상)","제 조 업(15-37)","법정복리비[천원]","천원","236.6","203.41438","200.99323","165.78117","147.16697","106.8",
"전규모(10인이상)","제 조 업(15-37)","법정외복리비[천원]","천원","247","202.8955","169.89127","173.6838","156.77388","134.3",
"전규모(10인이상)","제 조 업(15-37)","모집비[천원]","천원","4.1","3.23899","4.0953","3.94564","2.77574","1.3",
"전규모(10인이상)","제 조 업(15-37)","교육훈련비[천원]","천원","45.5","42.94018","34.70135","29.82657","24.89382","21.7",
"전규모(10인이상)","제 조 업(15-37)","기타노동비용[천원]","천원","12.8","13.81485","8.33237","11.68697","9.36098","8.3",
"전규모(10인이상)","음식료품 제조업","노동비용총액[천원]","천원","2673.5","2498.84981","2324.77918","2145.50627","1763.66772","1695.2",
"전규모(10인이상)","음식료품 제조업","현금급여총계[천원]","천원","1953","1857.31651","1756.23076","1599.69623","1181.71634","1102",
"전규모(10인이상)","음식료품 제조업","정액및초과[천원]","천원","1502.5","1434.9532","1341.9062","1217.0289","1026.93603","925.3",
"전규모(10인이상)","음식료품 제조업","상여금등특별급여[천원]","천원","450.5","422.36331","414.32457","382.66732","154.78031","176.7",
"전규모(10인이상)","음식료품 제조업","현금급여외 노동비용(계)[천원]","천원","720.6","641.5333","568.54842","545.81005","581.95138","593.2",
"전규모(10인이상)","음식료품 제조업","퇴직금등비용[천원]","천원","314.5","261.7508","228.73021","253.72343","299.45851","352.5",
"전규모(10인이상)","음식료품 제조업","현물지급비용[천원]","천원","4.1","4.05588","3.11454","3.13947","8.44019","6.8",
"전규모(10인이상)","음식료품 제조업","법정복리비[천원]","천원","187.9","171.96411","154.18018","131.44555","116.33099","81.8",
"전규모(10인이상)","음식료품 제조업","법정외복리비[천원]","천원","175.8","154.52907","136.41365","126.22615","126.49032","128.6",
"전규모(10인이상)","음식료품 제조업","모집비[천원]","천원","2.6","2.69961","1.80388","2.19264","5.74908",".4",
"전규모(10인이상)","음식료품 제조업","교육훈련비[천원]","천원","26.2","34.72583","30.95464","21.41845","19.76501","16.4",
"전규모(10인이상)","음식료품 제조업","기타노동비용[천원]","천원","9.4","11.808","13.35132","7.66435","5.71728","6.9",
"전규모(10인이상)","담배제조업","노동비용총액[천원]","천원","4839.3","4386.16921","4471.63658","4497.32074","8481.52312","4372.6",
"전규모(10인이상)","담배제조업","현금급여총계[천원]","천원","3759.4","3322.77998","3537.36006","3488.10981","2174.42376","2324.9",
"전규모(10인이상)","담배제조업","정액및초과[천원]","천원","3054.2","2686.56082","2639.25167","2469.79549","1757.39967","1608.7",
"전규모(10인이상)","담배제조업","상여금등특별급여[천원]","천원","705.2","636.21916","898.10838","1018.31432","417.02409","716.2",
"전규모(10인이상)","담배제조업","현금급여외 노동비용(계)[천원]","천원","1079.9","1063.38923","934.27653","1009.21094","6307.09936","2047.7",
"전규모(10인이상)","담배제조업","퇴직금등비용[천원]","천원","139.8","89.58627","53.30203","466.2846","5919.29541","1619.8",
"전규모(10인이상)","담배제조업","현물지급비용[천원]","천원","0","0","0","0","0","0",
"전규모(10인이상)","담배제조업","법정복리비[천원]","천원","316.9","310.03039","294.65154","248.28196","203.49442","116.3",
"전규모(10인이상)","담배제조업","법정외복리비[천원]","천원","447.2","462.12827","427.72327","200.40646","98.30113","228.4",
"전규모(10인이상)","담배제조업","모집비[천원]","천원","1.1","0","2.81381",".00625","0",".6",
"전규모(10인이상)","담배제조업","교육훈련비[천원]","천원","116.1","146.15565","75.23707","57.74471","60.28536","37.4",
"전규모(10인이상)","담배제조업","기타노동비용[천원]","천원","58.8","55.48865","80.5488","36.48696","25.72303","45",
"전규모(10인이상)","섬유제품 제조업","노동비용총액[천원]","천원","2378.9","2177.55992","1772.11663","1687.54973","1483.08162","1533.8",
"전규모(10인이상)","섬유제품 제조업","현금급여총계[천원]","천원","1542.9","1458.51035","1314.73573","1196.76096","1077.56386","1085.4",
"전규모(10인이상)","섬유제품 제조업","정액및초과[천원]","천원","1320.8","1247.91292","1135.25782","1041.43091","875.21786","962.8",
"전규모(10인이상)","섬유제품 제조업","상여금등특별급여[천원]","천원","222.1","210.59743","179.4779","155.33005","202.34601","122.6",
"전규모(10인이상)","섬유제품 제조업","현금급여외 노동비용(계)[천원]","천원","836","719.04957","457.3809","490.78877","405.51776","448.5",
"전규모(10인이상)","섬유제품 제조업","퇴직금등비용[천원]","천원","404.2","287.52111","198.45832","231.10986","174.19385","260.9",
"전규모(10인이상)","섬유제품 제조업","현물지급비용[천원]","천원",".5",".27719",".21947",".28189",".22396","6.4",
"전규모(10인이상)","섬유제품 제조업","법정복리비[천원]","천원","200.8","169.81016","122.27208","115.5487","105.6122","68.2",
"전규모(10인이상)","섬유제품 제조업","법정외복리비[천원]","천원","205.1","232.17486","122.8121","123.91228","102.38101","99.1",
"전규모(10인이상)","섬유제품 제조업","모집비[천원]","천원","1.1",".31113",".85084",".47253","1.02694","2",
"전규모(10인이상)","섬유제품 제조업","교육훈련비[천원]","천원","22.4","27.61961","11.16771","18.40888","17.95601","11.2",
"전규모(10인이상)","섬유제품 제조업","기타노동비용[천원]","천원","1.9","1.33551","1.60038","1.05461","4.12378",".8",
"전규모(10인이상)","의복 및 모피제품 제조업","노동비용총액[천원]","천원","1744.1","1606.34777","1462.2077","1399.35287","1273.09985","1177",
"전규모(10인이상)","의복 및 모피제품 제조업","현금급여총계[천원]","천원","1381","1261.71103","1131.60974","1042.92666","912.54786","830.1",
"전규모(10인이상)","의복 및 모피제품 제조업","정액및초과[천원]","천원","1266.4","1149.70053","1013.11612","937.82359","829.90411","792.6",
"전규모(10인이상)","의복 및 모피제품 제조업","상여금등특별급여[천원]","천원","114.7","112.0105","118.49362","105.10307","82.64376","37.5",
"전규모(10인이상)","의복 및 모피제품 제조업","현금급여외 노동비용(계)[천원]","천원","363.1","344.63674","330.59796","356.42621","360.55199","346.9",
"전규모(10인이상)","의복 및 모피제품 제조업","퇴직금등비용[천원]","천원","161.4","144.01808","154.73808","190.10584","178.6656","214.4",
"전규모(10인이상)","의복 및 모피제품 제조업","현물지급비용[천원]","천원",".1",".06554","9.529",".03518",".095",".1",
"전규모(10인이상)","의복 및 모피제품 제조업","법정복리비[천원]","천원","127.5","112.03072","98.31305","95.48189","87.38741","53.6",
"전규모(10인이상)","의복 및 모피제품 제조업","법정외복리비[천원]","천원","58.6","72.72071","59.37049","63.95306","87.47282","71.6",
"전규모(10인이상)","의복 및 모피제품 제조업","모집비[천원]","천원",".9","1.20456",".48417",".38391",".38401",".5",
"전규모(10인이상)","의복 및 모피제품 제조업","교육훈련비[천원]","천원","10.6","10.73405","7.26964","5.8148","3.59549","4.2",
"전규모(10인이상)","의복 및 모피제품 제조업","기타노동비용[천원]","천원","4","3.86308",".89354",".65152","2.95165","2.5",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","노동비용총액[천원]","천원","2086.7","1933.38148","1637.59813","1508.59206","1382.93037","1241.5",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","현금급여총계[천원]","천원","1540.1","1412.91672","1274.37675","1146.93728","1011.84413","929.1",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","정액및초과[천원]","천원","1337.3","1220.28377","1130.38062","1047.57154","895.14317","862.2",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","상여금등특별급여[천원]","천원","202.7","192.63294","143.99613","99.36574","116.70097","66.9",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","현금급여외 노동비용(계)[천원]","천원","546.6","520.46477","363.22138","361.65479","371.08624","312.4",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","퇴직금등비용[천원]","천원","277.1","226.07106","140.41197","165.15527","175.33372","186",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","현물지급비용[천원]","천원","2.8","2.77006","5.69701",".61532",".36534",".4",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","법정복리비[천원]","천원","159.4","146.96617","126.12411","107.44731","95.79925","76",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","법정외복리비[천원]","천원","97.3","130.34752","80.28041","78.02705","93.18487","45.8",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","모집비[천원]","천원",".7",".86111","1.08782",".52368",".52077",".6",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","교육훈련비[천원]","천원","5.7","11.16686","7.28363","7.45849","3.76399","2.3",
"전규모(10인이상)","가죽, 가방 및 신발 제조업","기타노동비용[천원]","천원","3.8","2.28198","2.33641","2.42767","2.1183","1.3",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","노동비용총액[천원]","천원","2596.3","2322.69022","2081.08521","1829.21068","1613.83781","1616.5",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","현금급여총계[천원]","천원","1814.8","1650.58888","1507.21124","1347.40496","1138.0066","1115",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","정액및초과[천원]","천원","1584.7","1436.37168","1325.22831","1166.50407","992.29128","1022.4",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","상여금등특별급여[천원]","천원","230.2","214.2172","181.98293","180.90089","145.71531","92.6",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","현금급여외 노동비용(계)[천원]","천원","781.4","672.10134","573.87397","481.80572","475.83121","501.5",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","퇴직금등비용[천원]","천원","429.2","311.79662","235.87208","205.21359","199.58013","227.6",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","현물지급비용[천원]","천원",".4","9.24273","5.77515","1.66511","1.82963","10.3",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","법정복리비[천원]","천원","200.3","197.77274","192.45705","158.6406","140.26625","117.9",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","법정외복리비[천원]","천원","130.1","126.30856","120.41865","104.6537","111.51559","126.9",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","모집비[천원]","천원",".5",".24491",".33166","1.20927","9.93544","7.5",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","교육훈련비[천원]","천원","11.1","12.08417","13.06656","7.1632","9.00642","8.7",
"전규모(10인이상)","목재 및 나무제품 제조업(가구제외)","기타노동비용[천원]","천원","9.8","14.65159","5.95284","3.26026","3.69776","2.6",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","노동비용총액[천원]","천원","3160.5","2808.36799","2890.19316","2445.73347","2494.77967","2165.5",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","현금급여총계[천원]","천원","2159.2","1984.06535","1771.27375","1671.63947","1511.10776","1329.9",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","정액및초과[천원]","천원","1663.7","1492.07266","1403.58135","1332.48294","1186.64051","1088.3",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","상여금등특별급여[천원]","천원","495.5","491.99269","367.6924","339.15653","324.46724","241.6",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","현금급여외 노동비용(계)[천원]","천원","1001.2","824.30265","1118.91941","774.09401","983.67191","835.6",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","퇴직금등비용[천원]","천원","502.3","325.58345","639.1886","341.21607","629.01184","559",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","현물지급비용[천원]","천원","0",".98796",".54768",".01949",".09377",".1",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","법정복리비[천원]","천원","244.8","236.84991","215.18661","190.08063","156.48668","108.6",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","법정외복리비[천원]","천원","198.1","197.30129","209.6567","187.99347","157.81802","126.9",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","모집비[천원]","천원","1.3","2.16012","1.45108","2.34609","1.16929","1.7",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","교육훈련비[천원]","천원","40.9","47.58084","35.7457","34.17062","31.97402","35.2",
"전규모(10인이상)","펄프, 종이 및 종이제품 제조업","기타노동비용[천원]","천원","13.9","13.83908","17.14304","18.26764","7.1183","4.2",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","노동비용총액[천원]","천원","2937.5","2771.45387","2762.53196","3371.76182","2209.61056","2905.5",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","현금급여총계[천원]","천원","2185.2","2026.80909","2070.59498","1875.67595","1459.48512","1407.8",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","정액및초과[천원]","천원","1828.8","1682.3004","1555.69458","1407.14038","1207.48754","1211.3",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","상여금등특별급여[천원]","천원","356.5","344.5087","514.9004","468.53556","251.99758","196.6",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","현금급여외 노동비용(계)[천원]","천원","752.3","744.64477","691.93698","1496.08587","750.12544","1497.7",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","퇴직금등비용[천원]","천원","318","347.96296","257.74897","1183.2316","418.17874","1259.1",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","현물지급비용[천원]","천원",".5","5.77679",".17815","10.62616","22.70406","1.4",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","법정복리비[천원]","천원","215.3","194.91083","180.40994","158.75006","131.72723","103.8",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","법정외복리비[천원]","천원","187.4","162.19814","213.08217","120.63803","151.63458","119.6",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","모집비[천원]","천원","1.1","3.06383",".72093",".75938",".75791",".3",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","교육훈련비[천원]","천원","22.1","22.84809","20.87457","12.71237","11.81376","5.9",
"전규모(10인이상)","출판, 인쇄 및 기록매체 복제업","기타노동비용[천원]","천원","7.9","7.88413","18.92225","9.36826","13.30916","7.6",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","노동비용총액[천원]","천원","5014.2","4923.71959","4196.07848","3651.65248","3176.31915","3705.1",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","현금급여총계[천원]","천원","3665.2","3258.76407","2847.78654","2603.95376","1904.36755","2276.1",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","정액및초과[천원]","천원","2388","2120.84513","1889.90181","1743.79515","1377.92658","1508.8",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","상여금등특별급여[천원]","천원","1277.2","1137.91894","957.88473","860.15861","526.44097","767.4",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","현금급여외 노동비용(계)[천원]","천원","1349","1664.95552","1348.29194","1047.69872","1271.9516","1429",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","퇴직금등비용[천원]","천원","542.3","863.30702","694.24227","366.54693","747.11741","1085",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","현물지급비용[천원]","천원","16.9","15.27198","5.35085","3.92855",".82776","1",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","법정복리비[천원]","천원","332.1","293.44011","243.53153","226.07607","195.73484","134.7",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","법정외복리비[천원]","천원","349.3","319.16524","319.6043","379.42748","253.32584","176.9",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","모집비[천원]","천원","2.2","4.00148","3.65129","3.10758",".49623","4.5",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","교육훈련비[천원]","천원","84.7","73.18454","63.35045","55.58172","56.56388","20.5",
"전규모(10인이상)","코크스, 석유 정제품 및 핵연료 제조업","기타노동비용[천원]","천원","21.6","96.58515","18.56125","13.03038","17.88564","6.4",
"전규모(10인이상)","화합물 및 화학제품 제조업","노동비용총액[천원]","천원","3617","3058.48435","2993.14475","2814.14642","2223.69666","2209.6",
"전규모(10인이상)","화합물 및 화학제품 제조업","현금급여총계[천원]","천원","2803","2465.05996","2282.69176","2116.33135","1448.28823","1540.6",
"전규모(10인이상)","화합물 및 화학제품 제조업","정액및초과[천원]","천원","1930.8","1744.73171","1626.54851","1519.56038","1132.96209","1188.1",
"전규모(10인이상)","화합물 및 화학제품 제조업","상여금등특별급여[천원]","천원","872.2","720.32824","656.14325","596.77098","315.32614","352.5",
"전규모(10인이상)","화합물 및 화학제품 제조업","현금급여외 노동비용(계)[천원]","천원","814.1","593.4244","710.45299","697.81507","775.40843","669",
"전규모(10인이상)","화합물 및 화학제품 제조업","퇴직금등비용[천원]","천원","340.1","241.64101","299.05251","326.38208","383.60367","360.4",
"전규모(10인이상)","화합물 및 화학제품 제조업","현물지급비용[천원]","천원","2.8","1.1933",".77039","1.54329","11.47166","8.4",
"전규모(10인이상)","화합물 및 화학제품 제조업","법정복리비[천원]","천원","213.5","155.37596","177.61852","151.4181","142.79726","100.3",
"전규모(10인이상)","화합물 및 화학제품 제조업","법정외복리비[천원]","천원","185.1","148.05628","173.27851","156.35457","174.9766","157.3",
"전규모(10인이상)","화합물 및 화학제품 제조업","모집비[천원]","천원","2.9","2.32015","3.17938","3.25918","1.75713",".8",
"전규모(10인이상)","화합물 및 화학제품 제조업","교육훈련비[천원]","천원","57.7","37.21164","45.06644","44.42902","46.05731","31.8",
"전규모(10인이상)","화합물 및 화학제품 제조업","기타노동비용[천원]","천원","11.9","7.62606","11.48725","14.42883","14.74479","10.2",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","노동비용총액[천원]","천원","2609.3","2401.61965","2146.45611","2012.88907","1677.71655","1832.5",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","현금급여총계[천원]","천원","1879.6","1745.29479","1601.36182","1492.66167","1256.59923","1190.4",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","정액및초과[천원]","천원","1507.1","1397.28448","1302.00775","1200.93398","994.09133","1021.7",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","상여금등특별급여[천원]","천원","372.5","348.01031","299.35407","291.72768","262.5079","168.7",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","현금급여외 노동비용(계)[천원]","천원","729.7","656.32485","545.09429","520.2274","421.11731","642.1",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","퇴직금등비용[천원]","천원","295.9","243.76294","228.65442","132.25929","162.75225","401.1",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","현물지급비용[천원]","천원",".2","1.92329","1.18961","1.42841","1.13177","7.6",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","법정복리비[천원]","천원","205.3","189.47601","163.52201","239.61019","80.88629","99.1",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","법정외복리비[천원]","천원","188.8","177.43099","129.64737","100.28862","151.83803","116.3",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","모집비[천원]","천원","1.4","1.49848","1.02069","1.28236",".7046",".8",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","교육훈련비[천원]","천원","31.7","18.64787","8.97378","13.95019","13.26437","12.4",
"전규모(10인이상)","고무 및 플라스틱 제품 제조업","기타노동비용[천원]","천원","6.4","23.58528","12.08642","31.40834","10.53999","4.8",
"전규모(10인이상)","비금속 광물제품 제조업","노동비용총액[천원]","천원","2884.2","2651.96249","2552.60172","2205.69081","1968.92511","2082.5",
