"기업규모별","산업분류","항목","단위","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년",
"상용근로자 30인 이상","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","채용관련비용(모집비)[천원]","천원","4.6","5.4","4.7","4.7","3","2.7",
"상용근로자 30인 이상","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","교육훈련비용[천원]","천원","6.1","5.7","5.1","3.7","3.4","3.6",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","노동비용총액[천원]","천원","6050.4","5975.9","5549.2","5739.3","5218.4","5356.7",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","직접노동비용(계)[천원]","천원","4767.3","4574","4278.6","4174.8","3898.7","4241.6",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","정액 및 초과급여[천원]","천원","4315.9","4140.1","3899.1","3823.1","3528.2","3717.2",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","상여금 및 성과금[천원]","천원","451.4","433.9","379.4","351.7","370.5","524.4",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","간접노동비용(계)[천원]","천원","1283.1","1401.9","1270.6","1564.4","1319.7","1115.1",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","퇴직급여 등의 비용[천원]","천원","466.5","677","584.9","846.3","613.9","410.5",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","법정노동비용[천원]","천원","442.1","423.9","390.8","401.8","388.9","365.8",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","법정외 복지비용[천원]","천원","349.2","282.3","276.3","300.6","299.4","311.1",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","채용관련비용(모집비)[천원]","천원","6.1","6.2","6.1","3","2.5","4.6",
"상용근로자 30인 이상","R.예술, 스포츠 및 여가관련 서비스업(90~91)","교육훈련비용[천원]","천원","19.2","12.5","12.4","12.8","15","23.1",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","노동비용총액[천원]","천원","5602.2","5348.4","5301","5094.8","4713.3","4724.8",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","직접노동비용(계)[천원]","천원","4511.8","4392.4","4312.7","4139.4","3812","3843.7",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","정액 및 초과급여[천원]","천원","3949.9","3814.4","3801.8","3525.5","3326.9","3353.3",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","상여금 및 성과금[천원]","천원","562","578","511","613.9","485.2","490.4",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","간접노동비용(계)[천원]","천원","1090.4","955.9","988.3","955.4","901.3","881.1",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","퇴직급여 등의 비용[천원]","천원","367.5","274.2","373.7","328.3","326.6","360.3",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","법정노동비용[천원]","천원","451.9","436","413.9","397.6","346.1","332.5",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","법정외 복지비용[천원]","천원","261.8","236","190","215.5","220.6","168.4",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","채용관련비용(모집비)[천원]","천원","2.2","2.7","2.8","3.7","1.5","2.1",
"상용근로자 30인 이상","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","교육훈련비용[천원]","천원","6.9","7","7.8","10.3","6.4","17.7",
"중소규모(상용근로자 10~299인)","전체","노동비용총액[천원]","천원","5292.3","5085.9","4829.7","4794.6","4556.2","4428.6",
"중소규모(상용근로자 10~299인)","전체","직접노동비용(계)[천원]","천원","4343.6","4173.1","3975.1","3907.2","3717.3","3629",
"중소규모(상용근로자 10~299인)","전체","정액 및 초과급여[천원]","천원","3996.8","3846","3647.2","3579.9","3429.1","3293.8",
"중소규모(상용근로자 10~299인)","전체","상여금 및 성과금[천원]","천원","346.9","327.1","328","327.2","288.1","335.2",
"중소규모(상용근로자 10~299인)","전체","간접노동비용(계)[천원]","천원","948.6","912.8","854.6","887.5","838.9","799.7",
"중소규모(상용근로자 10~299인)","전체","퇴직급여 등의 비용[천원]","천원","392.7","380.4","352.2","378.4","357.2","334.5",
"중소규모(상용근로자 10~299인)","전체","법정노동비용[천원]","천원","386.3","371.1","356.5","344.4","326","313.7",
"중소규모(상용근로자 10~299인)","전체","법정외 복지비용[천원]","천원","159.4","151.3","136.9","155","148","142.1",
"중소규모(상용근로자 10~299인)","전체","채용관련비용(모집비)[천원]","천원","3.1","3.4","3.6","4","3","2.8",
"중소규모(상용근로자 10~299인)","전체","교육훈련비용[천원]","천원","7.1","6.5","5.4","5.7","4.8","6.6",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","노동비용총액[천원]","천원","6212.8","6001.5","5603.7","5776.6","5628.3","5401.7",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","직접노동비용(계)[천원]","천원","4954.7","4786.1","4554.4","4551","4513.4","4377.9",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","정액 및 초과급여[천원]","천원","4555.1","4488.3","4281.5","4205.4","4221.4","4090.8",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","상여금 및 성과금[천원]","천원","399.6","297.8","272.9","345.6","292","287.2",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","간접노동비용(계)[천원]","천원","1258.1","1215.3","1049.4","1225.5","1114.9","1023.8",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","퇴직급여 등의 비용[천원]","천원","436.8","445.1","387","472.1","357.1","380.9",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","법정노동비용[천원]","천원","517.7","495.3","465.2","458.3","491.7","423.7",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","법정외 복지비용[천원]","천원","300.5","272.4","194.2","292.3","263.1","216",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","채용관련비용(모집비)[천원]","천원",".6",".6","1",".5","1.4",".2",
"중소규모(상용근로자 10~299인)","B.광업(05~08)","교육훈련비용[천원]","천원","2.5","1.8","1.9","2.3","1.5","3",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","노동비용총액[천원]","천원","5430.2","5268.8","5005.3","4862","4640.7","4519.9",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","직접노동비용(계)[천원]","천원","4400.1","4262.5","4075.8","3902.7","3727.7","3634.7",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","정액 및 초과급여[천원]","천원","4027.4","3904.3","3713.1","3591","3448.7","3284.1",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","상여금 및 성과금[천원]","천원","372.7","358.2","362.7","311.8","279","350.6",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","간접노동비용(계)[천원]","천원","1030.2","1006.3","929.5","959.3","913.1","885.2",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","퇴직급여 등의 비용[천원]","천원","420.8","418.9","379.1","410.1","385.4","379.1",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","법정노동비용[천원]","천원","397.1","385.7","367.8","351.4","335.2","325.4",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","법정외 복지비용[천원]","천원","204.9","194.7","177.2","192","186.3","174.3",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","채용관련비용(모집비)[천원]","천원","1.9","2","1.7","2.5","1.7","1.7",
"중소규모(상용근로자 10~299인)","C.제조업(10~34)","교육훈련비용[천원]","천원","5.5","5","3.7","3.2","4.5","4.6",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","노동비용총액[천원]","천원","8920.4","8781","8772.2","8220.3","7949","8215.3",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","직접노동비용(계)[천원]","천원","6967","6797.8","6625","6250.4","6197","6305.1",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","정액 및 초과급여[천원]","천원","5079.8","5065.3","4859.1","4710.9","4593.8","4746.2",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","상여금 및 성과금[천원]","천원","1887.2","1732.5","1765.9","1539.5","1603.2","1558.9",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","간접노동비용(계)[천원]","천원","1953.3","1983.2","2147.2","1969.9","1752","1910.1",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","퇴직급여 등의 비용[천원]","천원","775","871.5","1107.5","747.6","625.4","739.7",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","법정노동비용[천원]","천원","613.2","598.3","567.5","567.5","542.6","528.8",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","법정외 복지비용[천원]","천원","501.9","453.7","419.7","610.2","540.4","577.3",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","채용관련비용(모집비)[천원]","천원","7.8","10.4","12.7","8.9","10.4","11.4",
"중소규모(상용근로자 10~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","교육훈련비용[천원]","천원","55.5","49.3","39.8","35.7","33.3","53",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","노동비용총액[천원]","천원","5749.4","5530.8","5310.6","5119.9","4875.5","4541.1",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","직접노동비용(계)[천원]","천원","4700.6","4571.1","4396.6","4230.9","4016.4","3739.2",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","정액 및 초과급여[천원]","천원","4243.4","4143.3","4029.2","3843","3687","3353.2",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","상여금 및 성과금[천원]","천원","457.2","427.8","367.4","387.9","329.4","386",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","간접노동비용(계)[천원]","천원","1048.8","959.7","914","889.1","859.1","801.9",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","퇴직급여 등의 비용[천원]","천원","469.6","400.4","403.2","384.9","352.3","344.4",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","법정노동비용[천원]","천원","394.8","383.5","363.5","366.1","331.2","311.8",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","법정외 복지비용[천원]","천원","179.6","171.2","142.6","136","173.4","141.9",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","채용관련비용(모집비)[천원]","천원",".9","1.4","1.1",".6",".4","1",
"중소규모(상용근로자 10~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","교육훈련비용[천원]","천원","3.9","3.3","3.6","1.4","1.7","2.8",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","노동비용총액[천원]","천원","5236.2","5047.5","4610.9","4903.4","4718","4535.7",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","직접노동비용(계)[천원]","천원","4297.7","4177.6","3770.7","3990.3","3802.1","3741.1",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","정액 및 초과급여[천원]","천원","4101.1","3960.4","3562.4","3743.9","3564.2","3469",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","상여금 및 성과금[천원]","천원","196.6","217.2","208.3","246.4","237.9","272.1",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","간접노동비용(계)[천원]","천원","938.5","869.9","840.2","913.1","915.9","794.7",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","퇴직급여 등의 비용[천원]","천원","366.6","325.5","309.9","287.6","338.8","246.8",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","법정노동비용[천원]","천원","430.2","407.9","401.2","449.4","416.9","402.6",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","법정외 복지비용[천원]","천원","133.9","129.7","121.8","166.6","156.2","139.8",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","채용관련비용(모집비)[천원]","천원",".8",".6","1.2","1.4",".5",".9",
"중소규모(상용근로자 10~299인)","F.건설업(41~42)","교육훈련비용[천원]","천원","7","6.3","6.1","8.1","3.5","4.6",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","노동비용총액[천원]","천원","5839.5","5432.2","5129.8","5435.6","5214.7","5097.2",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","직접노동비용(계)[천원]","천원","4837.3","4496.4","4231.3","4526.4","4361.6","4298.6",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","정액 및 초과급여[천원]","천원","4358.2","4083.4","3831.1","4118.2","3980.5","3895.6",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","상여금 및 성과금[천원]","천원","479.2","413","400.3","408.1","381","403.1",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","간접노동비용(계)[천원]","천원","1002.2","935.8","898.5","909.2","853.2","798.6",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","퇴직급여 등의 비용[천원]","천원","403.1","399.5","392.2","402.4","381.4","321.8",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","법정노동비용[천원]","천원","424.1","392.8","378.8","351.5","329.9","322.8",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","법정외 복지비용[천원]","천원","158.1","128.3","112.7","140.9","131.2","137.4",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","채용관련비용(모집비)[천원]","천원","6.6","7.6","7.6","8","6.7","6",
"중소규모(상용근로자 10~299인)","G.도매 및 소매업(45~47)","교육훈련비용[천원]","천원","10.4","7.7","7","6.4","4","10.6",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","노동비용총액[천원]","천원","4722.4","4470.1","4191.8","3830.6","3592.6","3405.9",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","직접노동비용(계)[천원]","천원","3845.2","3633.1","3431.5","3158.2","2955.9","2787.2",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","정액 및 초과급여[천원]","천원","3523.8","3348.9","3153.8","2871.6","2741","2503.2",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","상여금 및 성과금[천원]","천원","321.4","284.2","277.7","286.7","214.9","284",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","간접노동비용(계)[천원]","천원","877.2","837","760.3","672.3","636.7","618.7",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","퇴직급여 등의 비용[천원]","천원","412.1","379.4","331.5","307.1","287.4","284.7",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","법정노동비용[천원]","천원","328.6","321.1","302.5","267.9","260.6","233.9",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","법정외 복지비용[천원]","천원","130.5","131.2","122.5","91","83","96.9",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","채용관련비용(모집비)[천원]","천원",".6",".9","1.1","4","3.5","1.2",
"중소규모(상용근로자 10~299인)","H.운수 및 창고업(49~52)","교육훈련비용[천원]","천원","5.3","4.4","2.7","2.3","2.1","1.9",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","노동비용총액[천원]","천원","3593.3","3475.5","3292.5","3232.1","3077.8","3321.2",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","직접노동비용(계)[천원]","천원","2968.2","2907.1","2729.2","2672.2","2531.7","2739.7",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","정액 및 초과급여[천원]","천원","2909.3","2836.8","2678.9","2625","2477.4","2652.6",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","상여금 및 성과금[천원]","천원","58.9","70.3","50.4","47.3","54.2","87.1",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","간접노동비용(계)[천원]","천원","625.1","568.4","563.3","559.8","546.1","581.5",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","퇴직급여 등의 비용[천원]","천원","276.4","233.6","251.8","228.4","223","251.2",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","법정노동비용[천원]","천원","272.6","260.6","244.8","238.1","234.3","236.7",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","법정외 복지비용[천원]","천원","71.8","69.1","61.2","86.6","83.4","85.9",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","채용관련비용(모집비)[천원]","천원","3.1","4","4.5","2.7","2","3.8",
"중소규모(상용근로자 10~299인)","I.숙박 및 음식점업(55~56)","교육훈련비용[천원]","천원","1.2","1.2","1","3.9","3.4","3.9",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","노동비용총액[천원]","천원","5759.4","5484.9","5364.6","5206.4","4801.3","4853",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","직접노동비용(계)[천원]","천원","4777.8","4540.8","4472.3","4289.1","3974.5","4024.8",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","정액 및 초과급여[천원]","천원","4456.5","4220.7","4128","3948.6","3708.6","3715.8",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","상여금 및 성과금[천원]","천원","321.3","320","344.3","340.5","265.9","309",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","간접노동비용(계)[천원]","천원","981.5","944.2","892.3","917.3","826.8","828.2",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","퇴직급여 등의 비용[천원]","천원","406.6","392.7","365.7","381.7","345","352.4",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","법정노동비용[천원]","천원","427.7","408.9","392.7","376.3","351.1","346.9",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","법정외 복지비용[천원]","천원","127.5","122.6","110.8","136","115","111.2",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","채용관련비용(모집비)[천원]","천원","6.1","6.7","10.4","10.1","7.1","5",
"중소규모(상용근로자 10~299인)","J.정보통신업(58~63)","교육훈련비용[천원]","천원","13.6","13.2","12.7","13.1","8.5","12.8",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","노동비용총액[천원]","천원","9637.2","8871.3","8534","9878.6","9234.8","7971.7",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","직접노동비용(계)[천원]","천원","8029.2","7328.3","7041.2","8017.7","7465.7","6531.3",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","정액 및 초과급여[천원]","천원","6090.7","5890.6","5655.9","5962.2","5727","5192.3",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","상여금 및 성과금[천원]","천원","1938.5","1437.7","1385.3","2055.4","1738.7","1339",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","간접노동비용(계)[천원]","천원","1608","1543","1492.8","1860.9","1769.2","1440.5",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","퇴직급여 등의 비용[천원]","천원","734.2","674.2","682.2","1040.9","988.5","648.6",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","법정노동비용[천원]","천원","615.9","596.2","555.6","555.5","515.1","472.7",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","법정외 복지비용[천원]","천원","213.5","226.8","214.7","216.7","229.5","261.8",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","채용관련비용(모집비)[천원]","천원","13.4","16","15.4","14.2","8.6","15.4",
"중소규모(상용근로자 10~299인)","K.금융 및 보험업(64~66)","교육훈련비용[천원]","천원","31.1","29.9","25","33.5","27.4","41.9",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","노동비용총액[천원]","천원","5241.8","5109","4634.1","3578.6","3599","4175.1",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","직접노동비용(계)[천원]","천원","4415.7","4202.6","3874.6","2973.9","3061.2","3554.3",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","정액 및 초과급여[천원]","천원","4220.5","3997.5","3720.5","2823.2","2851.3","3118.1",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","상여금 및 성과금[천원]","천원","195.3","205.2","154.1","150.7","209.9","436.2",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","간접노동비용(계)[천원]","천원","826","906.3","759.5","604.6","537.8","620.8",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","퇴직급여 등의 비용[천원]","천원","423","461.5","360.6","295.9","245.9","299.5",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","법정노동비용[천원]","천원","325.4","323.6","305","212.4","210.5","251.7",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","법정외 복지비용[천원]","천원","72.2","109","86.5","92.2","77.3","56.5",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","채용관련비용(모집비)[천원]","천원",".5",".9","1.3",".8",".4",".7",
"중소규모(상용근로자 10~299인)","L.부동산업(68)","교육훈련비용[천원]","천원","5","11.3","6.1","3.4","3.8","12.4",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","노동비용총액[천원]","천원","5074.5","5003.2","4854.4","5067.3","4694.7","4586.2",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","직접노동비용(계)[천원]","천원","4266.1","4213.1","4121.4","4159.3","3922.6","3825.5",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","정액 및 초과급여[천원]","천원","4053.3","3958.1","3846.9","3759.4","3579","3487.1",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","상여금 및 성과금[천원]","천원","212.9","255.1","274.5","399.9","343.6","338.4",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","간접노동비용(계)[천원]","천원","808.3","790.1","733","908","772.1","760.7",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","퇴직급여 등의 비용[천원]","천원","320.9","307.2","275.4","415.4","316.1","326.8",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","법정노동비용[천원]","천원","362.9","349.9","346.5","350.8","338.2","313.9",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","법정외 복지비용[천원]","천원","112.7","120.3","101.4","125.5","104.1","103.9",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","채용관련비용(모집비)[천원]","천원","4.8","5","3.5","4.1","3.7","3.9",
"중소규모(상용근로자 10~299인)","M.전문, 과학 및 기술 서비스업(70~73)","교육훈련비용[천원]","천원","7.1","7.8","6.2","12.3","9.9","12.3",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","노동비용총액[천원]","천원","3314.4","3133.1","3010.7","3122","3110.5","2820.3",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","직접노동비용(계)[천원]","천원","2770.7","2643.4","2545.7","2609","2572.3","2357.5",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","정액 및 초과급여[천원]","천원","2682.9","2555","2451.6","2501.7","2476.9","2230.3",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","상여금 및 성과금[천원]","천원","87.8","88.4","94.1","107.3","95.4","127.2",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","간접노동비용(계)[천원]","천원","543.7","489.7","465","513","538.2","462.9",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","퇴직급여 등의 비용[천원]","천원","250.2","214.6","198.2","222","240.3","211.1",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","법정노동비용[천원]","천원","228.3","213.5","210.9","223.8","219.6","191.2",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","법정외 복지비용[천원]","천원","61","57.1","51.5","62.3","74.2","56.3",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","채용관련비용(모집비)[천원]","천원","2.3","2.5","2.6","2.3","2.1","2.4",
"중소규모(상용근로자 10~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","교육훈련비용[천원]","천원","1.9","2","1.8","2.5","2","1.8",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","노동비용총액[천원]","천원","5263.5","5051.3","4695.6","4606.6","4327.3","4629.9",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","직접노동비용(계)[천원]","천원","4281.7","4135.5","3872.8","3620.2","3434.6","3775.4",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","정액 및 초과급여[천원]","천원","4023.7","3860.3","3586.4","3416.1","3250.4","3431.4",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","상여금 및 성과금[천원]","천원","258","275.2","286.4","204.1","184.1","344",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","간접노동비용(계)[천원]","천원","981.8","915.8","822.8","986.4","892.7","854.5",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","퇴직급여 등의 비용[천원]","천원","357","340.2","289.6","419.7","375.9","350.3",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","법정노동비용[천원]","천원","378.2","359.1","333.7","321.5","302.4","289.8",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","법정외 복지비용[천원]","천원","236.7","208.9","193.1","234.4","205.4","206",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","채용관련비용(모집비)[천원]","천원","2.7","2.4","3.2","2.3","3.1","2.8",
"중소규모(상용근로자 10~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","교육훈련비용[천원]","천원","7.2","5.2","3.2","8.5","5.9","5.7",
"중소규모(상용근로자 10~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","노동비용총액[천원]","천원","4367.4","4279.3","4184.2","3980","3729.6","3636.4",
"중소규모(상용근로자 10~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","직접노동비용(계)[천원]","천원","3681.3","3553.3","3525.8","3324","3152","3058.4",
"중소규모(상용근로자 10~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","정액 및 초과급여[천원]","천원","3557.4","3437.6","3423","3194.8","3069.1","2928",
