"기업규모별","산업분류","항목","단위","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","노동비용총액[천원]","천원","10058.4","9176","8588.1","9699","8432.6","7484.9",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","직접노동비용(계)[천원]","천원","7155.5","6468.8","6386.2","6178.6","6048.8","5760.9",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","정액 및 초과급여[천원]","천원","4802.1","4359.4","4186.2","4181.3","4073.9","3849.4",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","상여금 및 성과금[천원]","천원","2353.4","2109.4","2200","1997.3","1974.9","1911.5",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","간접노동비용(계)[천원]","천원","2902.9","2707.1","2201.9","3520.4","2383.8","1724",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","퇴직급여 등의 비용[천원]","천원","1777.2","1603.7","1311.1","2657","1553.6","971",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","법정노동비용[천원]","천원","867.8","840.2","734.6","726.5","725.5","653.1",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","법정외 복지비용[천원]","천원","253.1","258.1","149.7","131.9","101.7","92.3",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","채용관련비용(모집비)[천원]","천원",".6",".8",".9",".3","0","0",
"상용근로자 30인 이상","석탄, 원유 및 천연가스 광업","교육훈련비용[천원]","천원","4.2","4.4","5.5","4.7","3","7.6",
"상용근로자 30인 이상","금속 광업","노동비용총액[천원]","천원","6876.9","6050.2","5942.3","5680.1","5465","4927.2",
"상용근로자 30인 이상","금속 광업","직접노동비용(계)[천원]","천원","5596.7","4774.5","4744.8","4384.2","4316.3","3905.1",
"상용근로자 30인 이상","금속 광업","정액 및 초과급여[천원]","천원","5225.4","4528.8","4401.5","3992.4","4014.9","3626.2",
"상용근로자 30인 이상","금속 광업","상여금 및 성과금[천원]","천원","371.4","245.7","343.3","391.8","301.4","278.9",
"상용근로자 30인 이상","금속 광업","간접노동비용(계)[천원]","천원","1280.2","1275.6","1197.5","1295.9","1148.7","1022.1",
"상용근로자 30인 이상","금속 광업","퇴직급여 등의 비용[천원]","천원","401.8","345.7","549.3","593.6","401.7","338",
"상용근로자 30인 이상","금속 광업","법정노동비용[천원]","천원","661.3","695.9","482.4","464.4","486.4","450.1",
"상용근로자 30인 이상","금속 광업","법정외 복지비용[천원]","천원","213.3","225.9","152","235.5","247.6","232.4",
"상용근로자 30인 이상","금속 광업","채용관련비용(모집비)[천원]","천원","1.2","3.3","8.5",".5","11.7",".2",
"상용근로자 30인 이상","금속 광업","교육훈련비용[천원]","천원","2.6","4.9","5.2","2","1.3","1.4",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","노동비용총액[천원]","천원","6167.4","5412.9","5415","5975.4","5510","5250.8",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","직접노동비용(계)[천원]","천원","4943.9","4376.8","4370.9","4777.2","4518.4","4119.6",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","정액 및 초과급여[천원]","천원","4547.4","4166.2","4185.4","4436.8","4220.9","3855.5",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","상여금 및 성과금[천원]","천원","396.5","210.6","185.5","340.3","297.5","264.1",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","간접노동비용(계)[천원]","천원","1223.4","1036.1","1044.1","1198.3","991.7","1131.2",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","퇴직급여 등의 비용[천원]","천원","411.8","315.6","420.2","440.4","364.4","532.7",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","법정노동비용[천원]","천원","465","436","394.3","453.3","401.3","395.6",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","법정외 복지비용[천원]","천원","342.2","281.4","226.9","300.5","224","199.5",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","채용관련비용(모집비)[천원]","천원",".8",".6",".9",".4",".3",".1",
"상용근로자 30인 이상","비금속광물 광업; 연료용 제외","교육훈련비용[천원]","천원","3.6","2.4","1.8","3.7","1.6","3.3",
"상용근로자 30인 이상","광업 지원 서비스업","노동비용총액[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","광업 지원 서비스업","직접노동비용(계)[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","광업 지원 서비스업","정액 및 초과급여[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","광업 지원 서비스업","상여금 및 성과금[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","광업 지원 서비스업","간접노동비용(계)[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","광업 지원 서비스업","퇴직급여 등의 비용[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","광업 지원 서비스업","법정노동비용[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","광업 지원 서비스업","법정외 복지비용[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","광업 지원 서비스업","채용관련비용(모집비)[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","광업 지원 서비스업","교육훈련비용[천원]","천원","-","-","-","-","-","-",
"상용근로자 30인 이상","식료품 제조업","노동비용총액[천원]","천원","5688.7","5348.6","5262.5","5285.5","4729.2","4492.5",
"상용근로자 30인 이상","식료품 제조업","직접노동비용(계)[천원]","천원","4513.8","4292.7","4135.5","4057.4","3627.2","3492.2",
"상용근로자 30인 이상","식료품 제조업","정액 및 초과급여[천원]","천원","3989","3786","3637.1","3560.5","3231.5","3087.6",
"상용근로자 30인 이상","식료품 제조업","상여금 및 성과금[천원]","천원","524.8","506.7","498.4","496.9","395.7","404.5",
"상용근로자 30인 이상","식료품 제조업","간접노동비용(계)[천원]","천원","1174.9","1055.9","1127","1228","1102","1000.3",
"상용근로자 30인 이상","식료품 제조업","퇴직급여 등의 비용[천원]","천원","450.7","379.4","436.7","592.7","546.8","447.9",
"상용근로자 30인 이상","식료품 제조업","법정노동비용[천원]","천원","442.6","420.6","422.3","384.4","342.4","351.3",
"상용근로자 30인 이상","식료품 제조업","법정외 복지비용[천원]","천원","255","229.9","244.1","234.9","199.8","174.2",
"상용근로자 30인 이상","식료품 제조업","채용관련비용(모집비)[천원]","천원","6.7","7.1","6.5","4.9","3.3","5.7",
"상용근로자 30인 이상","식료품 제조업","교육훈련비용[천원]","천원","19.9","18.7","17.5","11.2","9.6","21.3",
"상용근로자 30인 이상","음료 제조업","노동비용총액[천원]","천원","7853.1","7955.4","7668.2","7249.2","6836.8","7091.3",
"상용근로자 30인 이상","음료 제조업","직접노동비용(계)[천원]","천원","6076.8","6034.7","5760.5","5537.4","5251","5459.9",
"상용근로자 30인 이상","음료 제조업","정액 및 초과급여[천원]","천원","4958.8","4784.6","4531.5","4441.8","4226.6","4035.6",
"상용근로자 30인 이상","음료 제조업","상여금 및 성과금[천원]","천원","1118","1250.1","1229","1095.6","1024.4","1424.3",
"상용근로자 30인 이상","음료 제조업","간접노동비용(계)[천원]","천원","1776.3","1920.7","1907.7","1711.8","1585.7","1631.3",
"상용근로자 30인 이상","음료 제조업","퇴직급여 등의 비용[천원]","천원","625.4","818.7","878","734.5","627.6","677.4",
"상용근로자 30인 이상","음료 제조업","법정노동비용[천원]","천원","625.3","622.6","572.9","539.9","527.3","496",
"상용근로자 30인 이상","음료 제조업","법정외 복지비용[천원]","천원","501.8","453.7","434.7","418.6","410.8","433",
"상용근로자 30인 이상","음료 제조업","채용관련비용(모집비)[천원]","천원","4.6","6","6.3","3.8","6.5","6.7",
"상용근로자 30인 이상","음료 제조업","교육훈련비용[천원]","천원","19.1","19.7","15.8","14.9","13.6","18.2",
"상용근로자 30인 이상","담배 제조업","노동비용총액[천원]","천원","10442.6","9907.5","10091.5","9326.8","8664.6","8569.3",
"상용근로자 30인 이상","담배 제조업","직접노동비용(계)[천원]","천원","8421.8","7918","7583.2","7331.4","6844.5","6482.9",
"상용근로자 30인 이상","담배 제조업","정액 및 초과급여[천원]","천원","6017.4","5609.3","5634.1","5413.8","5053.7","4997.7",
"상용근로자 30인 이상","담배 제조업","상여금 및 성과금[천원]","천원","2404.4","2308.7","1949.1","1917.7","1790.8","1485.2",
"상용근로자 30인 이상","담배 제조업","간접노동비용(계)[천원]","천원","2020.8","1989.5","2508.3","1995.3","1820.1","2086.4",
"상용근로자 30인 이상","담배 제조업","퇴직급여 등의 비용[천원]","천원","717.7","759.6","1276.9","962.7","817","982.1",
"상용근로자 30인 이상","담배 제조업","법정노동비용[천원]","천원","814.3","715.1","675.1","657.8","628.4","597.8",
"상용근로자 30인 이상","담배 제조업","법정외 복지비용[천원]","천원","393.9","424.5","492.3","286.6","283.1","375.9",
"상용근로자 30인 이상","담배 제조업","채용관련비용(모집비)[천원]","천원","9.8","10.9","7.8","7.1","16.7","14",
"상용근로자 30인 이상","담배 제조업","교육훈련비용[천원]","천원","85.2","79.4","56.2","81.2","75","116.7",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","노동비용총액[천원]","천원","4720.1","4566.5","4375.7","4275.4","3975.3","4080.3",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","직접노동비용(계)[천원]","천원","3847.9","3716.3","3348.8","3401.2","3166.6","3337.7",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","정액 및 초과급여[천원]","천원","3711.2","3640.6","3234.6","3228.4","3041.2","3141.3",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","상여금 및 성과금[천원]","천원","136.7","75.6","114.2","172.8","125.5","196.4",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","간접노동비용(계)[천원]","천원","872.1","850.3","1026.9","874.2","808.6","742.7",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","퇴직급여 등의 비용[천원]","천원","349.2","375.2","542","447.1","426.3","371.8",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","법정노동비용[천원]","천원","351.5","326.9","292.4","303.8","288.6","279.9",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","법정외 복지비용[천원]","천원","165.7","140.9","189.2","120.6","92.4","85.9",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","채용관련비용(모집비)[천원]","천원",".8","2","1.1",".9",".5","1.4",
"상용근로자 30인 이상","섬유제품 제조업; 의복 제외","교육훈련비용[천원]","천원","4.9","5.4","2.1","1.9","1","3.7",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","노동비용총액[천원]","천원","5455","5550.4","5232.4","5174","4840.5","4616.2",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","직접노동비용(계)[천원]","천원","4395.9","4397.6","4168.9","4175.2","3859","3741.5",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","정액 및 초과급여[천원]","천원","4012.1","3968.6","3820.3","3866.5","3484.4","3452.5",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","상여금 및 성과금[천원]","천원","383.8","429","348.6","308.7","374.7","289",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","간접노동비용(계)[천원]","천원","1059.1","1152.9","1063.5","998.8","981.5","874.7",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","퇴직급여 등의 비용[천원]","천원","442.4","579.2","508.7","492.2","464.4","391.3",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","법정노동비용[천원]","천원","405.3","420","401","381.1","381.4","351",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","법정외 복지비용[천원]","천원","191.4","132.5","131.1","112.1","125.1","109.2",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","채용관련비용(모집비)[천원]","천원","7.7","7.1","10.4","5.3","4","6.9",
"상용근로자 30인 이상","의복, 의복 액세서리 및 모피제품 제조업","교육훈련비용[천원]","천원","12.3","14.1","12.3","8.1","6.7","16.3",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","노동비용총액[천원]","천원","4903.7","4898.9","4834.2","4646.6","4719.5","4152.1",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","직접노동비용(계)[천원]","천원","3986.4","3960.4","3936.8","3679.7","3459.3","3264.8",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","정액 및 초과급여[천원]","천원","3695","3706.7","3613.5","3390.3","3250.7","3045.4",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","상여금 및 성과금[천원]","천원","291.4","253.7","323.3","289.4","208.7","219.4",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","간접노동비용(계)[천원]","천원","917.3","938.5","897.5","966.9","1260.1","887.3",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","퇴직급여 등의 비용[천원]","천원","419.5","442","432.6","438","776.2","367.9",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","법정노동비용[천원]","천원","358.6","355.3","352.9","321.7","329","325.6",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","법정외 복지비용[천원]","천원","132.9","137.7","108.2","198.8","147.9","184.6",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","채용관련비용(모집비)[천원]","천원","1.8","1","1.1","4.4","2.6",".7",
"상용근로자 30인 이상","가죽, 가방 및 신발 제조업","교육훈련비용[천원]","천원","4.5","2.4","2.5","4","4.5","8.4",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","노동비용총액[천원]","천원","5705.1","5579.8","5595","6188.2","5151.2","4818.7",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","직접노동비용(계)[천원]","천원","4418.3","4426.7","4430.7","4727.4","3982.7","3668.3",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","정액 및 초과급여[천원]","천원","4068.4","4119.9","4134.3","4063.3","3600.8","3404.3",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","상여금 및 성과금[천원]","천원","349.9","306.8","296.4","664.2","381.9","263.9",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","간접노동비용(계)[천원]","천원","1286.8","1153.1","1164.3","1460.8","1168.5","1150.4",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","퇴직급여 등의 비용[천원]","천원","597.7","491.9","475.3","777.4","559.3","566.1",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","법정노동비용[천원]","천원","427.1","447.1","446.9","426.3","370.6","391.8",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","법정외 복지비용[천원]","천원","237.4","203.2","225.5","245.8","230.9","183.8",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","채용관련비용(모집비)[천원]","천원","16.8","3.1","6.1","5.1","3.5","1.4",
"상용근로자 30인 이상","목재 및 나무제품 제조업; 가구 제외","교육훈련비용[천원]","천원","7.8","7.8","10.6","6.1","4.2","7.3",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","노동비용총액[천원]","천원","6322.5","6408.8","6372.4","6018.2","6032.2","5820.4",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","직접노동비용(계)[천원]","천원","4920.6","4936.9","4955.2","4663.5","4662.2","4717.8",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","정액 및 초과급여[천원]","천원","4265","4234.8","4173.8","4035.8","3897.8","3728.9",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","상여금 및 성과금[천원]","천원","655.6","702.1","781.4","627.7","764.4","988.8",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","간접노동비용(계)[천원]","천원","1401.9","1471.9","1417.2","1354.7","1370","1102.7",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","퇴직급여 등의 비용[천원]","천원","547.3","599.5","550.8","569.8","530.1","435.3",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","법정노동비용[천원]","천원","489.3","503.1","483.9","456.6","454.5","394",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","법정외 복지비용[천원]","천원","350.2","354.6","367.3","315.4","371.6","258.7",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","채용관련비용(모집비)[천원]","천원","2.3","2.6","3.3","3.4","3.4","2.7",
"상용근로자 30인 이상","펄프, 종이 및 종이제품 제조업","교육훈련비용[천원]","천원","12.8","12.1","11.8","9.5","10.3","12",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","노동비용총액[천원]","천원","4743.3","4587.8","4339.8","4416.1","3863","4532.8",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","직접노동비용(계)[천원]","천원","3929","3714.6","3541.3","3599.6","3042.7","3496.7",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","정액 및 초과급여[천원]","천원","3701.3","3515.8","3361.8","3497.2","2929.8","3251.9",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","상여금 및 성과금[천원]","천원","227.7","198.8","179.5","102.4","112.9","244.8",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","간접노동비용(계)[천원]","천원","814.3","873.2","798.4","816.6","820.4","1036.1",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","퇴직급여 등의 비용[천원]","천원","289.8","364.6","314.6","350.4","375.8","579.1",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","법정노동비용[천원]","천원","365.8","349.3","339.3","339.9","296.9","311.6",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","법정외 복지비용[천원]","천원","156.6","157.2","142.4","124.2","146.5","143.8",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","채용관련비용(모집비)[천원]","천원",".4",".6",".7",".8",".2",".7",
"상용근로자 30인 이상","인쇄 및 기록매체 복제업","교육훈련비용[천원]","천원","1.6","1.5","1.4","1.2","1",".8",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","노동비용총액[천원]","천원","14786.1","15145.5","16649.1","12196.5","11187.2","12374.7",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","직접노동비용(계)[천원]","천원","10988.4","11666.3","12494.3","8947.6","8108.7","8965.7",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","정액 및 초과급여[천원]","천원","6724.1","6240.2","5828.8","5267","5105.9","5116.9",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","상여금 및 성과금[천원]","천원","4264.2","5426.1","6665.5","3680.5","3002.8","3848.8",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","간접노동비용(계)[천원]","천원","3797.7","3479.2","4154.8","3249","3078.6","3409",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","퇴직급여 등의 비용[천원]","천원","1207.1","951.5","1932.2","1406.7","1182.8","1515.5",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","법정노동비용[천원]","천원","1025.3","1032.6","825","711.5","723.6","808.7",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","법정외 복지비용[천원]","천원","1442","1362.8","1279.2","1057.8","1097","997.9",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","채용관련비용(모집비)[천원]","천원","22.3","15.1","15.8","11.8","7.2","12.6",
"상용근로자 30인 이상","코크스, 연탄 및 석유정제품 제조업","교육훈련비용[천원]","천원","101.1","117.1","102.6","61.2","67.9","74.2",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","노동비용총액[천원]","천원","8126.9","8006.3","8361.1","7589.3","7021.8","7090",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","직접노동비용(계)[천원]","천원","6356","6276.8","6347","5884.5","5386.6","5465.4",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","정액 및 초과급여[천원]","천원","5236.5","5080.9","4967.2","4605.1","4411.9","4352.7",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","상여금 및 성과금[천원]","천원","1119.5","1195.9","1379.7","1279.4","974.7","1112.7",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","간접노동비용(계)[천원]","천원","1770.8","1729.5","2014.1","1704.9","1635.2","1624.5",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","퇴직급여 등의 비용[천원]","천원","623.4","616.5","931.3","736","656.2","656.2",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","법정노동비용[천원]","천원","609.9","607.7","581.5","514.4","509.4","510.9",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","법정외 복지비용[천원]","천원","496.5","450","451.3","416.1","429.8","396",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","채용관련비용(모집비)[천원]","천원","8.1","10.5","10.4","7.4","6.9","9.2",
"상용근로자 30인 이상","화학 물질 및 화학제품 제조업; 의약품 제외","교육훈련비용[천원]","천원","33","44.7","39.7","31","33","52.2",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","노동비용총액[천원]","천원","7164.8","6967.6","6536.1","6574","6392","6556.7",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","직접노동비용(계)[천원]","천원","5753.9","5435.5","5098.5","5298.1","5126.1","5029.1",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","정액 및 초과급여[천원]","천원","4585.7","4274.3","4059.6","4338","4147.3","4036.3",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","상여금 및 성과금[천원]","천원","1168.2","1161.2","1038.9","960.1","978.8","992.8",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","간접노동비용(계)[천원]","천원","1410.9","1532.1","1437.5","1275.9","1265.8","1527.6",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","퇴직급여 등의 비용[천원]","천원","536.6","719.4","688.2","468.5","503.8","796.2",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","법정노동비용[천원]","천원","565","533.6","485","511","479.6","452.9",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","법정외 복지비용[천원]","천원","261.5","235.5","223.6","249.9","237.8","224.2",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","채용관련비용(모집비)[천원]","천원","17","15.1","16.3","22.9","18.3","22.4",
"상용근로자 30인 이상","의료용 물질 및 의약품 제조업","교육훈련비용[천원]","천원","30.8","28.5","24.4","23.7","26.4","31.9",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","노동비용총액[천원]","천원","6115.6","6213.3","5916.2","5524","5321.5","5171.2",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","직접노동비용(계)[천원]","천원","4827.7","4815.2","4677.4","4350.8","4084.9","4129.5",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","정액 및 초과급여[천원]","천원","4222.3","4179.8","4099.5","3792.3","3561.9","3514.6",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","상여금 및 성과금[천원]","천원","605.4","635.4","577.9","558.5","523","614.9",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","간접노동비용(계)[천원]","천원","1287.9","1398.1","1238.8","1173.2","1236.6","1041.7",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","퇴직급여 등의 비용[천원]","천원","537.9","671.4","562.1","469.2","557.2","425.5",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","법정노동비용[천원]","천원","467.8","460.8","462.6","416.5","396.4","368",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","법정외 복지비용[천원]","천원","268.7","252.3","202.5","278","276.3","237",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","채용관련비용(모집비)[천원]","천원","2.9","3.2","3.1","2.9","1.9","2.3",
"상용근로자 30인 이상","고무 및 플라스틱제품 제조업","교육훈련비용[천원]","천원","10.6","10.4","8.5","6.6","4.8","8.8",
"상용근로자 30인 이상","비금속 광물제품 제조업","노동비용총액[천원]","천원","7796.5","7428","7055.9","6380.8","5904.2","5856",
"상용근로자 30인 이상","비금속 광물제품 제조업","직접노동비용(계)[천원]","천원","5903.3","5635.6","5291.8","4887.6","4643.9","4592.6",
"상용근로자 30인 이상","비금속 광물제품 제조업","정액 및 초과급여[천원]","천원","4735.9","4653.3","4381.8","4065.6","3946","3897.4",
"상용근로자 30인 이상","비금속 광물제품 제조업","상여금 및 성과금[천원]","천원","1167.5","982.3","910","822","697.9","695.2",
"상용근로자 30인 이상","비금속 광물제품 제조업","간접노동비용(계)[천원]","천원","1893.2","1792.5","1764","1493.2","1260.3","1263.4",
"상용근로자 30인 이상","비금속 광물제품 제조업","퇴직급여 등의 비용[천원]","천원","808.9","789.8","825","672.8","547.3","561.5",
"상용근로자 30인 이상","비금속 광물제품 제조업","법정노동비용[천원]","천원","580.5","521.8","505.3","466","437.9","403.6",
"상용근로자 30인 이상","비금속 광물제품 제조업","법정외 복지비용[천원]","천원","464.7","438.5","413.5","334.7","265","278.6",
"상용근로자 30인 이상","비금속 광물제품 제조업","채용관련비용(모집비)[천원]","천원","5.7","10.1","4.9","6.5","1.2","3.3",
"상용근로자 30인 이상","비금속 광물제품 제조업","교육훈련비용[천원]","천원","33.3","32.3","15.2","13.3","8.8","16.4",
"상용근로자 30인 이상","1차 금속 제조업","노동비용총액[천원]","천원","8419.8","8311.8","8564.6","7550.8","6826.9","6692.8",
"상용근로자 30인 이상","1차 금속 제조업","직접노동비용(계)[천원]","천원","6623","6447.1","6559.5","5891.6","5301.3","5159.1",
"상용근로자 30인 이상","1차 금속 제조업","정액 및 초과급여[천원]","천원","5072.9","4945.3","4857.2","4318.7","4102.4","3986.2",
"상용근로자 30인 이상","1차 금속 제조업","상여금 및 성과금[천원]","천원","1550.1","1501.8","1702.2","1572.9","1198.9","1172.9",
"상용근로자 30인 이상","1차 금속 제조업","간접노동비용(계)[천원]","천원","1796.9","1864.6","2005.1","1659.2","1525.6","1533.7",
"상용근로자 30인 이상","1차 금속 제조업","퇴직급여 등의 비용[천원]","천원","543.5","624","816.1","671.8","608.4","607.1",
"상용근로자 30인 이상","1차 금속 제조업","법정노동비용[천원]","천원","652.5","641.9","628.6","556.8","502.3","490.1",
"상용근로자 30인 이상","1차 금속 제조업","법정외 복지비용[천원]","천원","541.7","546.3","510.7","393.5","384.8","395.3",
"상용근로자 30인 이상","1차 금속 제조업","채용관련비용(모집비)[천원]","천원","5.9","4.6","4.2","2.4","1.2","4.7",
"상용근로자 30인 이상","1차 금속 제조업","교육훈련비용[천원]","천원","53.3","47.9","45.5","34.9","28.8","36.5",
"상용근로자 30인 이상","금속 가공제품 제조업; 기계 및 가구 제외","노동비용총액[천원]","천원","5973.1","5776.4","5259","5579","5318.5","4939",
"상용근로자 30인 이상","금속 가공제품 제조업; 기계 및 가구 제외","직접노동비용(계)[천원]","천원","4832.2","4582.5","4235.5","4390.1","4115.2","3991.5",
"상용근로자 30인 이상","금속 가공제품 제조업; 기계 및 가구 제외","정액 및 초과급여[천원]","천원","4197.6","4027.5","3748.3","4033.1","3771","3483.4",
"상용근로자 30인 이상","금속 가공제품 제조업; 기계 및 가구 제외","상여금 및 성과금[천원]","천원","634.6","554.9","487.2","357.1","344.2","508.1",
"상용근로자 30인 이상","금속 가공제품 제조업; 기계 및 가구 제외","간접노동비용(계)[천원]","천원","1140.9","1193.9","1023.4","1188.9","1203.3","947.5",
"상용근로자 30인 이상","금속 가공제품 제조업; 기계 및 가구 제외","퇴직급여 등의 비용[천원]","천원","398.7","485.9","417.8","554.9","612.2","386.3",
