"규모별","산업별","항목","단위","1997 년","1996 년","1995 년","1994 년",
"전규모(30인이상)","숙박 및 음식점업","현물지급비용[천원]","천원","6.8","6.7",".2",".9",
"전규모(30인이상)","숙박 및 음식점업","법정복리비[천원]","천원","77.6","61.6","51.1","45.4",
"전규모(30인이상)","숙박 및 음식점업","법정외복리비[천원]","천원","141.8","136","126.9","108.1",
"전규모(30인이상)","숙박 및 음식점업","모집비[천원]","천원","1.8","1.1",".8","1",
"전규모(30인이상)","숙박 및 음식점업","교육훈련비[천원]","천원","13.4","17.9","14.8","15.2",
"전규모(30인이상)","숙박 및 음식점업","기타노동비용[천원]","천원","10.1","5.5","26.4","9.6",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","노동비용총액[천원]","천원","1983.6","1723.7","1893.5","1373.5",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","현금급여총계[천원]","천원","1438","1287.6","1085.4","965.3",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","정액및초과[천원]","천원","1116.6","1023.2","890.6","792.5",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","상여금등특별급여[천원]","천원","321.4","264.4","194.8","172.8",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","현금급여외 노동비용(계)[천원]","천원","545.6","436.1","808.1","408.2",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","퇴직금등비용[천원]","천원","159.3","109.3","539.1","114.3",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","현물지급비용[천원]","천원",".6","2.8",".4","15.1",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","법정복리비[천원]","천원","88.8","72","58","48.9",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","법정외복리비[천원]","천원","203.2","171","158.7","185.8",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","모집비[천원]","천원","1.9",".8","1",".8",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","교육훈련비[천원]","천원","74.5","55.6","22.2","22.2",
"전규모(30인이상)","운수, 창고 및 통신업(60-64)","기타노동비용[천원]","천원","17.3","24.6","28.7","21.1",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","노동비용총액[천원]","천원","1416.4","1292.4","1088.5","1005.2",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","현금급여총계[천원]","천원","1164.1","1049.6","861.9","785.3",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","정액및초과[천원]","천원","995.5","911.1","769","703.9",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","상여금등특별급여[천원]","천원","168.7","138.4","92.9","81.5",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","현금급여외 노동비용(계)[천원]","천원","252.2","242.8","226.6","219.9",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","퇴직금등비용[천원]","천원","92.5","93.6","100.1","66.5",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","현물지급비용[천원]","천원","1.1","8","1.1","43.8",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","법정복리비[천원]","천원","72.7","57.5","49","48.3",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","법정외복리비[천원]","천원","80.2","64.3","68.6","55.1",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","모집비[천원]","천원",".5",".7",".4",".5",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","교육훈련비[천원]","천원","3","7.4","3.9","3",
"전규모(30인이상)","육상운송 및 파이프라인 운송업","기타노동비용[천원]","천원","2.2","11.4","3.5","2.6",
"전규모(30인이상)","수상 운수업","노동비용총액[천원]","천원","2348.6","1984.9","1903.5","4676.9",
"전규모(30인이상)","수상 운수업","현금급여총계[천원]","천원","1819.7","1706.3","1566.2","1480.5",
"전규모(30인이상)","수상 운수업","정액및초과[천원]","천원","1296.5","1205.6","1154","1066.9",
"전규모(30인이상)","수상 운수업","상여금등특별급여[천원]","천원","523.2","500.7","412.2","413.6",
"전규모(30인이상)","수상 운수업","현금급여외 노동비용(계)[천원]","천원","529","278.6","337.3","3196.4",
"전규모(30인이상)","수상 운수업","퇴직금등비용[천원]","천원","199.5","91.9","168.6","3042",
"전규모(30인이상)","수상 운수업","현물지급비용[천원]","천원",".6","0","0","0",
"전규모(30인이상)","수상 운수업","법정복리비[천원]","천원","79.9","57.7","48.5","37.5",
"전규모(30인이상)","수상 운수업","법정외복리비[천원]","천원","206.8","115.5","110.6","107.7",
"전규모(30인이상)","수상 운수업","모집비[천원]","천원","2.3","1.7","1.1",".1",
"전규모(30인이상)","수상 운수업","교육훈련비[천원]","천원","32.9","10.4","7.2","7.1",
"전규모(30인이상)","수상 운수업","기타노동비용[천원]","천원","7","1.5","1.3","1.9",
"전규모(30인이상)","항공 운송업","노동비용총액[천원]","천원","2707.3","2311.5","2369","1473.7",
"전규모(30인이상)","항공 운송업","현금급여총계[천원]","천원","2107","1989","1844.3","1300.9",
"전규모(30인이상)","항공 운송업","정액및초과[천원]","천원","1434.4","1409.3","1340.5","997.8",
"전규모(30인이상)","항공 운송업","상여금등특별급여[천원]","천원","672.6","579.6","503.8","303.1",
"전규모(30인이상)","항공 운송업","현금급여외 노동비용(계)[천원]","천원","600.3","322.5","524.7","172.8",
"전규모(30인이상)","항공 운송업","퇴직금등비용[천원]","천원","116.5","51.7","175.1","36.1",
"전규모(30인이상)","항공 운송업","현물지급비용[천원]","천원",".9","0",".1","0",
"전규모(30인이상)","항공 운송업","법정복리비[천원]","천원","97.5","97.9","92.9","40.6",
"전규모(30인이상)","항공 운송업","법정외복리비[천원]","천원","227.5","126.4","143.5","74.2",
"전규모(30인이상)","항공 운송업","모집비[천원]","천원","1.6","3.6","9.5","3.5",
"전규모(30인이상)","항공 운송업","교육훈련비[천원]","천원","156.2","37.8","23.2","18.3",
"전규모(30인이상)","항공 운송업","기타노동비용[천원]","천원",".1","5.1","80.4","0",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","노동비용총액[천원]","천원","2089.3","1646.5","1406.3","1284",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","현금급여총계[천원]","천원","1546.2","1384","1173.2","1065.5",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","정액및초과[천원]","천원","1152.1","1055.3","925","837.7",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","상여금등특별급여[천원]","천원","394.1","328.7","248.2","227.8",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","현금급여외 노동비용(계)[천원]","천원","543.1","262.5","233.1","218.5",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","퇴직금등비용[천원]","천원","259.3","85.1","74","83",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","현물지급비용[천원]","천원",".1",".3",".4",".5",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","법정복리비[천원]","천원","101.8","64.3","73.2","59.8",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","법정외복리비[천원]","천원","162.3","96.4","73.9","65.4",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","모집비[천원]","천원",".2",".6",".3","3.9",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","교육훈련비[천원]","천원","13.1","6.6","2.7","4.4",
"전규모(30인이상)","여행알선 및 운수관련 서비스업","기타노동비용[천원]","천원","6.4","9.2","8.6","1.6",
"전규모(30인이상)","통신업","노동비용총액[천원]","천원","3037.2","2694.5","3055.9","2126.2",
"전규모(30인이상)","통신업","현금급여총계[천원]","천원","2328.3","2107.8","1853.9","1637.1",
"전규모(30인이상)","통신업","정액및초과[천원]","천원","1514.9","1409.1","1315","1116.9",
"전규모(30인이상)","통신업","상여금등특별급여[천원]","천원","813.4","698.6","538.9","520.3",
"전규모(30인이상)","통신업","현금급여외 노동비용(계)[천원]","천원","708.9","586.8","1202","489.1",
"전규모(30인이상)","통신업","퇴직금등비용[천원]","천원","174.4","127.3","850.9","79.6",
"전규모(30인이상)","통신업","현물지급비용[천원]","천원",".3","0","0","0",
"전규모(30인이상)","통신업","법정복리비[천원]","천원","92","79.6","59.6","49.4",
"전규모(30인이상)","통신업","법정외복리비[천원]","천원","284.5","249.8","216.4","287",
"전규모(30인이상)","통신업","모집비[천원]","천원","3.5",".6",".7",".5",
"전규모(30인이상)","통신업","교육훈련비[천원]","천원","118.2","92.8","33.9","36.1",
"전규모(30인이상)","통신업","기타노동비용[천원]","천원","36","36.7","40.5","36.3",
"전규모(30인이상)","금융 및 보험업(65-67)","노동비용총액[천원]","천원","3257.1","2539.9","2380.9","2144.1",
"전규모(30인이상)","금융 및 보험업(65-67)","현금급여총계[천원]","천원","2194.9","2045.7","1900.5","1630.5",
"전규모(30인이상)","금융 및 보험업(65-67)","정액및초과[천원]","천원","1411.1","1342","1254.3","1100.6",
"전규모(30인이상)","금융 및 보험업(65-67)","상여금등특별급여[천원]","천원","783.8","703.7","646.2","529.9",
"전규모(30인이상)","금융 및 보험업(65-67)","현금급여외 노동비용(계)[천원]","천원","1062.2","494.2","480.4","513.6",
"전규모(30인이상)","금융 및 보험업(65-67)","퇴직금등비용[천원]","천원","638.1","170.9","219.4","176.9",
"전규모(30인이상)","금융 및 보험업(65-67)","현물지급비용[천원]","천원","11","1.4",".3","1.3",
"전규모(30인이상)","금융 및 보험업(65-67)","법정복리비[천원]","천원","96.7","74.8","56.8","46.9",
"전규모(30인이상)","금융 및 보험업(65-67)","법정외복리비[천원]","천원","233.4","166.7","153.7","235.2",
"전규모(30인이상)","금융 및 보험업(65-67)","모집비[천원]","천원",".6","2.2","6.4","7.2",
"전규모(30인이상)","금융 및 보험업(65-67)","교육훈련비[천원]","천원","56","66.3","32.2","34.5",
"전규모(30인이상)","금융 및 보험업(65-67)","기타노동비용[천원]","천원","26.3","11.9","11.6","11.6",
"전규모(30인이상)","금융업","노동비용총액[천원]","천원","3168.2","2618.6","2552.2","2147",
"전규모(30인이상)","금융업","현금급여총계[천원]","천원","2264.8","2147.9","2018","1708.8",
"전규모(30인이상)","금융업","정액및초과[천원]","천원","1419.8","1367","1314.9","1143.7",
"전규모(30인이상)","금융업","상여금등특별급여[천원]","천원","845","780.8","703.1","565.1",
"전규모(30인이상)","금융업","현금급여외 노동비용(계)[천원]","천원","903.5","470.7","534.2","438.2",
"전규모(30인이상)","금융업","퇴직금등비용[천원]","천원","479.1","133.9","267.8","173.6",
"전규모(30인이상)","금융업","현물지급비용[천원]","천원","3.8","1.5",".4","1.8",
"전규모(30인이상)","금융업","법정복리비[천원]","천원","98.8","74","56.8","41",
"전규모(30인이상)","금융업","법정외복리비[천원]","천원","254.2","221.5","177.4","191.9",
"전규모(30인이상)","금융업","모집비[천원]","천원",".5",".6","1.2","1.6",
"전규모(30인이상)","금융업","교육훈련비[천원]","천원","43.7","31","23","23.9",
"전규모(30인이상)","금융업","기타노동비용[천원]","천원","23.3","8.3","7.6","4.3",
"전규모(30인이상)","보험 및 연금업","노동비용총액[천원]","천원","2717.7","2135.5","1864.2","1915.2",
"전규모(30인이상)","보험 및 연금업","현금급여총계[천원]","천원","1914.5","1715.7","1515.2","1350.9",
"전규모(30인이상)","보험 및 연금업","정액및초과[천원]","천원","1320","1230","1052.8","952.7",
"전규모(30인이상)","보험 및 연금업","상여금등특별급여[천원]","천원","594.4","485.7","462.4","398.3",
"전규모(30인이상)","보험 및 연금업","현금급여외 노동비용(계)[천원]","천원","803.2","419.7","349","564.3",
"전규모(30인이상)","보험 및 연금업","퇴직금등비용[천원]","천원","315.8","135.3","146.4","176.8",
"전규모(30인이상)","보험 및 연금업","현물지급비용[천원]","천원","28.3","0","0","0",
"전규모(30인이상)","보험 및 연금업","법정복리비[천원]","천원","89.5","68.2","48.7","14.8",
"전규모(30인이상)","보험 및 연금업","법정외복리비[천원]","천원","244","106.1","102","282.7",
"전규모(30인이상)","보험 및 연금업","모집비[천원]","천원",".5","3.6","12.7","14.9",
"전규모(30인이상)","보험 및 연금업","교육훈련비[천원]","천원","84.8","95.8","30.5","33.3",
"전규모(30인이상)","보험 및 연금업","기타노동비용[천원]","천원","40.3","10.8","8.7","14.6",
"전규모(30인이상)","금융 및 보험관련 서비스업","노동비용총액[천원]","천원","4779.4","3150.8","2743.9","2482",
"전규모(30인이상)","금융 및 보험관련 서비스업","현금급여총계[천원]","천원","2692.6","2448.5","2089","1912.2",
"전규모(30인이상)","금융 및 보험관련 서비스업","정액및초과[천원]","천원","1704.6","1569.2","1361","1231",
"전규모(30인이상)","금융 및 보험관련 서비스업","상여금등특별급여[천원]","천원","988","879.4","728","681.2",
"전규모(30인이상)","금융 및 보험관련 서비스업","현금급여외 노동비용(계)[천원]","천원","2086.8","702.3","654.9","569.8",
"전규모(30인이상)","금융 및 보험관련 서비스업","퇴직금등비용[천원]","천원","1785.3","319.2","271.1","184.2",
"전규모(30인이상)","금융 및 보험관련 서비스업","현물지급비용[천원]","천원","1.8","4.2",".8","2.8",
"전규모(30인이상)","금융 및 보험관련 서비스업","법정복리비[천원]","천원","103.7","90.9","75.4","69.9",
"전규모(30인이상)","금융 및 보험관련 서비스업","법정외복리비[천원]","천원","144.1","197.4","216","229.2",
"전규모(30인이상)","금융 및 보험관련 서비스업","모집비[천원]","천원","1.1","2","4.5","3.2",
"전규모(30인이상)","금융 및 보험관련 서비스업","교육훈련비[천원]","천원","41.4","67.5","58.9","59.3",
"전규모(30인이상)","금융 및 보험관련 서비스업","기타노동비용[천원]","천원","9.4","21.2","28.2","21.2",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","노동비용총액[천원]","천원","1838.5","1566.8","1405.9","1357.7",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","현금급여총계[천원]","천원","1441.3","1279.8","1173.3","1030.9",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","정액및초과[천원]","천원","1090.3","987.9","916.1","818",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","상여금등특별급여[천원]","천원","351","291.9","257.2","212.9",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","현금급여외 노동비용(계)[천원]","천원","397.2","287.1","232.6","326.8",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","퇴직금등비용[천원]","천원","143.6","94.7","77.8","210",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","현물지급비용[천원]","천원","6.6","2.8",".5","2.7",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","법정복리비[천원]","천원","80.1","63.3","47.3","31.6",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","법정외복리비[천원]","천원","120.7","76.6","59.4","43.4",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","모집비[천원]","천원","3","6.5","2.9","1.9",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","교육훈련비[천원]","천원","35.9","35.1","34.5","29.5",
"전규모(30인이상)","부동산 및 사업서비스업(70-74)","기타노동비용[천원]","천원","7.3","8.1","10.2","7.7",
"전규모(30인이상)","부동산업","노동비용총액[천원]","천원","1578.5","1380","1133.1","1261.1",
"전규모(30인이상)","부동산업","현금급여총계[천원]","천원","1141.5","1025.7","914.4","818.7",
"전규모(30인이상)","부동산업","정액및초과[천원]","천원","898.8","816.5","752.8","682.3",
"전규모(30인이상)","부동산업","상여금등특별급여[천원]","천원","242.7","209.2","161.6","136.4",
"전규모(30인이상)","부동산업","현금급여외 노동비용(계)[천원]","천원","437","354.3","218.7","442.4",
"전규모(30인이상)","부동산업","퇴직금등비용[천원]","천원","174.1","122.3","42.3","292.4",
"전규모(30인이상)","부동산업","현물지급비용[천원]","천원",".3","4.3",".7","7.8",
"전규모(30인이상)","부동산업","법정복리비[천원]","천원","89.6","48.4","34.3","32.1",
"전규모(30인이상)","부동산업","법정외복리비[천원]","천원","119.4","117.7","124.4","95.7",
"전규모(30인이상)","부동산업","모집비[천원]","천원","1.2","33.3","2.8","3",
"전규모(30인이상)","부동산업","교육훈련비[천원]","천원","42.9","14.9","4.7","4.3",
"전규모(30인이상)","부동산업","기타노동비용[천원]","천원","9.4","13.4","9.5","7.2",
"전규모(30인이상)","기계장비 및 소비용품 임대업","노동비용총액[천원]","천원","3849.4","1887.7","2248.4","1667.8",
"전규모(30인이상)","기계장비 및 소비용품 임대업","현금급여총계[천원]","천원","1736.1","1477.8","1658.2","1517.2",
"전규모(30인이상)","기계장비 및 소비용품 임대업","정액및초과[천원]","천원","1273.9","1091.3","1223","1083.5",
"전규모(30인이상)","기계장비 및 소비용품 임대업","상여금등특별급여[천원]","천원","462.2","386.5","435.2","433.7",
"전규모(30인이상)","기계장비 및 소비용품 임대업","현금급여외 노동비용(계)[천원]","천원","2113.4","410","590.2","150.6",
"전규모(30인이상)","기계장비 및 소비용품 임대업","퇴직금등비용[천원]","천원","1730.1","37.4","229.9","28.4",
"전규모(30인이상)","기계장비 및 소비용품 임대업","현물지급비용[천원]","천원","25","14","0","0",
"전규모(30인이상)","기계장비 및 소비용품 임대업","법정복리비[천원]","천원","107.2","105.5","68.1","26.2",
"전규모(30인이상)","기계장비 및 소비용품 임대업","법정외복리비[천원]","천원","207.7","198.4","234.6","73.5",
"전규모(30인이상)","기계장비 및 소비용품 임대업","모집비[천원]","천원","5.2",".1",".2","1.8",
"전규모(30인이상)","기계장비 및 소비용품 임대업","교육훈련비[천원]","천원","33.7","34.4","41.5","14.2",
"전규모(30인이상)","기계장비 및 소비용품 임대업","기타노동비용[천원]","천원","4.5","20.2","15.9","6.6",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","노동비용총액[천원]","천원","2467.5","2253.2","2111.1","1959",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","현금급여총계[천원]","천원","1994.6","1795.6","1678.3","1253.9",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","정액및초과[천원]","천원","1374.9","1286.4","1258.6","1017.2",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","상여금등특별급여[천원]","천원","619.7","509.2","419.7","236.7",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","현금급여외 노동비용(계)[천원]","천원","472.9","457.6","432.8","705.1",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","퇴직금등비용[천원]","천원","112.6","76.7","76","377.6",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","현물지급비용[천원]","천원","7.1","0","0","0",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","법정복리비[천원]","천원","91","91.8","72.5","53.5",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","법정외복리비[천원]","천원","173.7","131.9","86.8","70.9",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","모집비[천원]","천원","9.2","10.9","11.5","1.1",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","교육훈련비[천원]","천원","72.9","127.7","168.3","179.6",
"전규모(30인이상)","정보처리 및 기타 컴퓨터 운용 관련업","기타노동비용[천원]","천원","6.5","18.6","17.7","22.5",
"전규모(30인이상)","연구 및 개발업","노동비용총액[천원]","천원","2769","2558.9","2304.5","2182.6",
"전규모(30인이상)","연구 및 개발업","현금급여총계[천원]","천원","2138.6","2003.6","1977.4","1728.8",
"전규모(30인이상)","연구 및 개발업","정액및초과[천원]","천원","1458.1","1398.9","1398.6","1271",
"전규모(30인이상)","연구 및 개발업","상여금등특별급여[천원]","천원","680.5","604.7","578.8","457.8",
"전규모(30인이상)","연구 및 개발업","현금급여외 노동비용(계)[천원]","천원","630.4","555.3","327.1","453.8",
"전규모(30인이상)","연구 및 개발업","퇴직금등비용[천원]","천원","375.4","273.1","96.1","358.7",
"전규모(30인이상)","연구 및 개발업","현물지급비용[천원]","천원","0","0",".8","1",
"전규모(30인이상)","연구 및 개발업","법정복리비[천원]","천원","95.8","88.6","71","23.4",
"전규모(30인이상)","연구 및 개발업","법정외복리비[천원]","천원","117.5","135.4","116","52.4",
"전규모(30인이상)","연구 및 개발업","모집비[천원]","천원",".9","2.6",".8",".6",
"전규모(30인이상)","연구 및 개발업","교육훈련비[천원]","천원","37.4","46.6","35.3","15.7",
"전규모(30인이상)","연구 및 개발업","기타노동비용[천원]","천원","3.4","8.9","7.1","1.9",
"전규모(30인이상)","기타 사업관련 서비스업","노동비용총액[천원]","천원","1649.3","1347.9","1258.5","1089.2",
"전규모(30인이상)","기타 사업관련 서비스업","현금급여총계[천원]","천원","1359","1185","1098.9","951.8",
"전규모(30인이상)","기타 사업관련 서비스업","정액및초과[천원]","천원","1058.7","943.6","869.2","764.7",
"전규모(30인이상)","기타 사업관련 서비스업","상여금등특별급여[천원]","천원","300.3","241.4","229.7","187.2",
"전규모(30인이상)","기타 사업관련 서비스업","현금급여외 노동비용(계)[천원]","천원","290.3","162.9","159.6","137.4",
"전규모(30인이상)","기타 사업관련 서비스업","퇴직금등비용[천원]","천원","81.2","55.4","79.1","66.7",
"전규모(30인이상)","기타 사업관련 서비스업","현물지급비용[천원]","천원","9.1","3.6",".5","3.2",
"전규모(30인이상)","기타 사업관련 서비스업","법정복리비[천원]","천원","70.1","51","37.4","31.2",
"전규모(30인이상)","기타 사업관련 서비스업","법정외복리비[천원]","천원","100.7","37.2","24.9","18.9",
"전규모(30인이상)","기타 사업관련 서비스업","모집비[천원]","천원","1.5","1.6","1.4","2.7",
"전규모(30인이상)","기타 사업관련 서비스업","교육훈련비[천원]","천원","19.9","10.3","7","7",
"전규모(30인이상)","기타 사업관련 서비스업","기타노동비용[천원]","천원","7.8","3.7","9.3","7.7",
"전규모(30인이상)","교육 서비스업(80)","노동비용총액[천원]","천원","2453.3","2364.6","2189.6","1945.2",
"전규모(30인이상)","교육 서비스업(80)","현금급여총계[천원]","천원","2324.2","2126","2000.2","1786.8",
"전규모(30인이상)","교육 서비스업(80)","정액및초과[천원]","천원","1582.3","1486.4","1379.4","1253.4",
"전규모(30인이상)","교육 서비스업(80)","상여금등특별급여[천원]","천원","741.8","639.6","620.8","533.4",
"전규모(30인이상)","교육 서비스업(80)","현금급여외 노동비용(계)[천원]","천원","129.2","238.7","189.4","158.4",
"전규모(30인이상)","교육 서비스업(80)","퇴직금등비용[천원]","천원","20.6","97.3","47.5","47.3",
"전규모(30인이상)","교육 서비스업(80)","현물지급비용[천원]","천원",".1","0","0","0",
"전규모(30인이상)","교육 서비스업(80)","법정복리비[천원]","천원","59.2","77.3","72.2","62.1",
"전규모(30인이상)","교육 서비스업(80)","법정외복리비[천원]","천원","28.3","42.2","53.3","29.5",
"전규모(30인이상)","교육 서비스업(80)","모집비[천원]","천원","9","7.9","7.6","9.6",
"전규모(30인이상)","교육 서비스업(80)","교육훈련비[천원]","천원","11.4","12.8","7.5","7.5",
"전규모(30인이상)","교육 서비스업(80)","기타노동비용[천원]","천원",".5","1.1","1.3","2.4",
"전규모(30인이상)","교육 서비스업","노동비용총액[천원]","천원","2453.3","2364.6","2189.6","1945.2",
"전규모(30인이상)","교육 서비스업","현금급여총계[천원]","천원","2324.2","2126","2000.2","1786.8",
"전규모(30인이상)","교육 서비스업","정액및초과[천원]","천원","1582.3","1486.4","1379.4","1253.4",
"전규모(30인이상)","교육 서비스업","상여금등특별급여[천원]","천원","741.8","639.6","620.8","533.4",
"전규모(30인이상)","교육 서비스업","현금급여외 노동비용(계)[천원]","천원","129.2","238.7","189.4","158.4",
"전규모(30인이상)","교육 서비스업","퇴직금등비용[천원]","천원","20.6","97.3","47.5","47.3",
"전규모(30인이상)","교육 서비스업","현물지급비용[천원]","천원",".1","0","0","0",
"전규모(30인이상)","교육 서비스업","법정복리비[천원]","천원","59.2","77.3","72.2","62.1",
"전규모(30인이상)","교육 서비스업","법정외복리비[천원]","천원","28.3","42.2","53.3","29.5",
"전규모(30인이상)","교육 서비스업","모집비[천원]","천원","9","7.9","7.6","9.6",
"전규모(30인이상)","교육 서비스업","교육훈련비[천원]","천원","11.4","12.8","7.5","7.5",
"전규모(30인이상)","교육 서비스업","기타노동비용[천원]","천원",".5","1.1","1.3","2.4",
"전규모(30인이상)","보건 및 사회복지사업(85)","노동비용총액[천원]","천원","1800","1652.6","1462.6","1328.6",
"전규모(30인이상)","보건 및 사회복지사업(85)","현금급여총계[천원]","천원","1557.3","1427.2","1289.8","1147.7",
"전규모(30인이상)","보건 및 사회복지사업(85)","정액및초과[천원]","천원","1162.4","1062.1","969.5","865.7",
"전규모(30인이상)","보건 및 사회복지사업(85)","상여금등특별급여[천원]","천원","394.9","365.1","320.3","282",
"전규모(30인이상)","보건 및 사회복지사업(85)","현금급여외 노동비용(계)[천원]","천원","242.7","225.4","172.8","180.8",
"전규모(30인이상)","보건 및 사회복지사업(85)","퇴직금등비용[천원]","천원","91.5","80.2","48.1","60.1",
"전규모(30인이상)","보건 및 사회복지사업(85)","현물지급비용[천원]","천원","0",".9",".3","2.3",
"전규모(30인이상)","보건 및 사회복지사업(85)","법정복리비[천원]","천원","64.1","70.6","51","41.8",
"전규모(30인이상)","보건 및 사회복지사업(85)","법정외복리비[천원]","천원","73.8","59.7","61.6","63.5",
"전규모(30인이상)","보건 및 사회복지사업(85)","모집비[천원]","천원",".3",".9","1.5",".5",
"전규모(30인이상)","보건 및 사회복지사업(85)","교육훈련비[천원]","천원","11","11.4","8.5","11.2",
"전규모(30인이상)","보건 및 사회복지사업(85)","기타노동비용[천원]","천원","2","1.7","1.8","1.4",
"전규모(30인이상)","보건 및 사회복지사업","노동비용총액[천원]","천원","1800","1652.6","1465.6","1328.6",
"전규모(30인이상)","보건 및 사회복지사업","현금급여총계[천원]","천원","1557.3","1427.2","1289.8","1147.7",
"전규모(30인이상)","보건 및 사회복지사업","정액및초과[천원]","천원","1162.4","1062.1","969.5","865.7",
"전규모(30인이상)","보건 및 사회복지사업","상여금등특별급여[천원]","천원","394.9","365.1","320.3","282",
"전규모(30인이상)","보건 및 사회복지사업","현금급여외 노동비용(계)[천원]","천원","242.7","225.4","175.8","180.8",
"전규모(30인이상)","보건 및 사회복지사업","퇴직금등비용[천원]","천원","91.5","80.2","48.1","60.1",
"전규모(30인이상)","보건 및 사회복지사업","현물지급비용[천원]","천원","0",".9",".3","2.3",
"전규모(30인이상)","보건 및 사회복지사업","법정복리비[천원]","천원","64.1","70.6","51","41.8",
"전규모(30인이상)","보건 및 사회복지사업","법정외복리비[천원]","천원","73.8","59.7","61.6","63.5",
"전규모(30인이상)","보건 및 사회복지사업","모집비[천원]","천원",".3",".9","4.5",".5",
"전규모(30인이상)","보건 및 사회복지사업","교육훈련비[천원]","천원","11","11.4","8.5","11.2",
"전규모(30인이상)","보건 및 사회복지사업","기타노동비용[천원]","천원","2","1.7","1.8","1.4",
"전규모(30인이상)","기타 공공, 사회 및 개인서비스업(90-93)","노동비용총액[천원]","천원","2644.3","2411.9","2272.9","2215.9",
"전규모(30인이상)","기타 공공, 사회 및 개인서비스업(90-93)","현금급여총계[천원]","천원","2074.9","1922.4","1693.6","1496.9",
"전규모(30인이상)","기타 공공, 사회 및 개인서비스업(90-93)","정액및초과[천원]","천원","1468.3","1371.6","1210.3","1065.9",
"전규모(30인이상)","기타 공공, 사회 및 개인서비스업(90-93)","상여금등특별급여[천원]","천원","606.6","550.8","483.3","431",
"전규모(30인이상)","기타 공공, 사회 및 개인서비스업(90-93)","현금급여외 노동비용(계)[천원]","천원","569.4","489.5","579.3","719",
"전규모(30인이상)","기타 공공, 사회 및 개인서비스업(90-93)","퇴직금등비용[천원]","천원","234.4","139.5","276.9","509.3",
"전규모(30인이상)","기타 공공, 사회 및 개인서비스업(90-93)","현물지급비용[천원]","천원","5.3","6.1",".7","7.4",
"전규모(30인이상)","기타 공공, 사회 및 개인서비스업(90-93)","법정복리비[천원]","천원","107.1","95.5","75.9","59.1",
"전규모(30인이상)","기타 공공, 사회 및 개인서비스업(90-93)","법정외복리비[천원]","천원","187.7","207.8","208.5","120.6",
