"기업규모별","산업분류별","항목","단위","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년",
"5규모(상용근로자 500~999인)","L. 부동산업및임대업(68~69)","간접노동비용(계)[천원]","천원","477.9","461.7","334.9","575.4","622.4","620.7","626.3","556.9","1315","1405.2","1635.1",
"5규모(상용근로자 500~999인)","L. 부동산업및임대업(68~69)","퇴직급여 등의 비용[천원]","천원","184.3","181.3","155","236.9","256.8","279.1","255.2","201.4","679.9","689","851.5",
"5규모(상용근로자 500~999인)","L. 부동산업및임대업(68~69)","현물지급비용[천원]","천원","","","","-","-","-","9.1","7.6","4.6","9.5","9.2",
"5규모(상용근로자 500~999인)","L. 부동산업및임대업(68~69)","법정노동비용[천원]","천원","187.1","178.1","139","228.6","247.5","245.9","254.8","257.8","564.2","524","596.8",
"5규모(상용근로자 500~999인)","L. 부동산업및임대업(68~69)","법정외 복지비용[천원]","천원","93","91.1","36.7","81.1","93.9","68.3","79.7","68.2","41.9","159.2","153.4",
"5규모(상용근로자 500~999인)","L. 부동산업및임대업(68~69)","채용관련비용(모집비)[천원]","천원","1.2","1.7","1.4","1.2","1.4","2","2","1.6","1.2","1.6","1.6",
"5규모(상용근로자 500~999인)","L. 부동산업및임대업(68~69)","교육훈련비용[천원]","천원","12.3","9.5","2.8","27.6","22.8","25.4","24.4","20.3","21.8","17.5","20.4",
"5규모(상용근로자 500~999인)","L. 부동산업및임대업(68~69)","기타노동비용[천원]","천원","","","","-","-","-","1.1","0","1.5","4.3","2.3",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","노동비용총액[천원]","천원","5967.6","5790.1","5825.3","6122","6481.6","5584.3","4626.8","4893.3","5770.6","4941.9","4483.4",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","직접노동비용(계)[천원]","천원","5077.3","4947","4860.9","4983","5081.5","4385.8","3796","4005.3","4345.2","3717.8","3507.9",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","정액 및 초과급여[천원]","천원","4388.5","4331.7","4296.1","4291.8","4351.9","3778.4","3111.1","3167.1","3010.3","3128.7","2893.7",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","상여금 및 성과금[천원]","천원","688.8","615.4","564.8","691.2","729.7","607.4","684.9","838.2","1334.9","589","614.2",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","간접노동비용(계)[천원]","천원","890.3","843.1","964.4","1139","1400.1","1198.5","830.8","888","1425.4","1224.1","975.5",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","퇴직급여 등의 비용[천원]","천원","348.8","281.6","379.6","542.2","732.4","407.1","347.5","412.3","845.6","663.3","505.3",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","현물지급비용[천원]","천원","","","","-","-","-",".3","1.3","2","2.7","6.1",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","법정노동비용[천원]","천원","354.2","390.9","399.7","405.1","391.6","380","310","314.5","350.8","319.8","264.7",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","법정외 복지비용[천원]","천원","161.7","111.8","170.8","152.3","205.9","347.9","158.2","137.9","180.4","195.2","159.6",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","채용관련비용(모집비)[천원]","천원","4.9","16.2","4.5","10.9","14.3","6.7","1.5","2.4","6.5","3.3","3.1",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","교육훈련비용[천원]","천원","20.7","42.7","9.8","28.4","55.9","56.9","12.6","17.9","38.1","27.3","21.3",
"5규모(상용근로자 500~999인)","M. 전문,과학및기술서비스업(70~73)","기타노동비용[천원]","천원","","","","-","-","-",".7","1.7","2","12.4","15.3",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","노동비용총액[천원]","천원","2368.1","2186.4","2111.2","2093.2","2270.4","2058.1","1993.9","1828.9","2143.7","2138.6","2176",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","직접노동비용(계)[천원]","천원","2005.1","1853.6","1781.7","1777.5","1903.3","1746.2","1674.4","1538","1824.4","1814","1831.2",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","정액 및 초과급여[천원]","천원","1893.7","1764.7","1699.1","1627.3","1710.9","1596.9","1513.9","1406.3","1630","1598.3","1613.8",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","상여금 및 성과금[천원]","천원","111.5","88.9","82.7","150.2","192.4","149.3","160.5","131.7","194.3","215.7","217.5",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","간접노동비용(계)[천원]","천원","362.9","332.8","329.5","315.7","367.1","312","319.5","290.9","319.4","324.6","344.7",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","퇴직급여 등의 비용[천원]","천원","164.6","150.9","140","132.6","129.3","127.3","141.2","129.6","123.8","126.6","127.8",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","현물지급비용[천원]","천원","","","","-","-","-","1.5","1.6","1.7","1.2","3.1",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","법정노동비용[천원]","천원","165.8","152.5","143.5","141.8","170.7","144.7","136.1","121.8","149.6","155.5","150.1",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","법정외 복지비용[천원]","천원","27.5","24.5","41.6","36.9","61.6","35.6","33.3","31.7","33.6","32.7","53.9",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","채용관련비용(모집비)[천원]","천원","2.5","2.8","2.6","1.8","2.9","1.7","1.6","1.5","6.7","2.2",".8",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","교육훈련비용[천원]","천원","2.5","2","1.8","2.7","2.7","2.5","4.6","3.8","3.5","6","8.8",
"5규모(상용근로자 500~999인)","N. 사업시설관리및사업지원서비스업(74~75)","기타노동비용[천원]","천원","","","","-","-","-","1.2",".9",".5",".4",".2",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","노동비용총액[천원]","천원","4542.6","-","-","4553.6","4338.1","4402.5","4505.5","4600.6","5061.6","-","3521.9",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","직접노동비용(계)[천원]","천원","3559.8","-","-","3656.2","3472","3420.2","3731.4","3875.9","4167.3","-","2776.1",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","정액 및 초과급여[천원]","천원","3088.5","-","-","3426.6","2502.2","2509.5","2641.5","2648.3","2645.2","-","2612.1",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","상여금 및 성과금[천원]","천원","471.3","-","-","229.6","969.9","910.7","1089.9","1227.6","1522.1","-","163.9",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","간접노동비용(계)[천원]","천원","982.9","-","-","897.4","866.1","982.3","774.1","724.7","894.2","-","745.9",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","퇴직급여 등의 비용[천원]","천원","279.1","-","-","323.7","303.8","436.5","249.3","208.2","347.1","-","242",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","현물지급비용[천원]","천원","","","","-","-","-","0","0",".3","-","0",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","법정노동비용[천원]","천원","340.5","-","-","308","335.1","311.6","286.4","305.9","308.4","-","226.8",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","법정외 복지비용[천원]","천원","306.4","-","-","157.8","163.9","178.3","163.3","134.5","151.8","-","227.1",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","채용관련비용(모집비)[천원]","천원","16.9","-","-","4.1","4.5","4.4","1.2","1.9","1.5","-","10.4",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","교육훈련비용[천원]","천원","40","-","-","103.8","58.8","51.5","51.2","51.4","54.9","-","39.5",
"5규모(상용근로자 500~999인)","R. 예술,스포츠및여가관련서비스업(90~91)","기타노동비용[천원]","천원","","","","-","-","-","22.6","22.8","30.2","-","0",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","노동비용총액[천원]","천원","5014","5861.3","5673.9","4918","5097","5006.9","-","-","-","1740.3","3147.1",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","직접노동비용(계)[천원]","천원","4045.7","4414.3","4142.2","3550.4","3713","3907.8","-","-","-","1222.8","2536.6",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","정액 및 초과급여[천원]","천원","3487.6","3661.5","3438.7","3127.9","3195.4","3400.6","-","-","-","1222.8","2413.7",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","상여금 및 성과금[천원]","천원","558.1","752.8","703.5","422.5","517.6","507.2","-","-","-","0","122.9",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","간접노동비용(계)[천원]","천원","968.3","1447","1531.8","1367.6","1384","1099.1","-","-","-","517.5","610.5",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","퇴직급여 등의 비용[천원]","천원","345.6","863.3","770.5","755.9","690.5","460.2","-","-","-","323.9","224.5",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","현물지급비용[천원]","천원","","","","-","-","-","-","-","-","2.8","0",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","법정노동비용[천원]","천원","348","405.5","405.4","335.8","360.8","361.9","-","-","-","138.6","221.7",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","법정외 복지비용[천원]","천원","240.7","141.2","323.4","250.6","288","252.1","-","-","-","18.3","115.6",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","채용관련비용(모집비)[천원]","천원","4.9","3.1","2.7","1.7","2.2",".9","-","-","-","7.2",".9",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","교육훈련비용[천원]","천원","29.2","34","29.7","23.5","42.5","24","-","-","-","26.6","47.7",
"5규모(상용근로자 500~999인)","S. 협회및단체,수리및기타개인서비스업(94~96)","기타노동비용[천원]","천원","","","","-","-","-","-","-","-","0","0",
"6규모(상용근로자 1000인 이상)","전체","노동비용총액[천원]","천원","6988.1","6986.8","7042.6","6533","6532.1","6254.3","6261.5","6177.1","5713.2","5364.6","5389.6",
"6규모(상용근로자 1000인 이상)","전체","직접노동비용(계)[천원]","천원","5405.5","5290.6","5360","5041","4878.7","4795.5","4683.8","4560.7","4416.7","4093.8","4122.6",
"6규모(상용근로자 1000인 이상)","전체","정액 및 초과급여[천원]","천원","3841.4","3723.3","3772.2","3592.4","3491.2","3300.8","3249.9","3118","2981","2792.3","2815.3",
"6규모(상용근로자 1000인 이상)","전체","상여금 및 성과금[천원]","천원","1564.2","1567.3","1587.8","1448.6","1387.6","1494.6","1433.9","1442.7","1435.7","1301.5","1307.3",
"6규모(상용근로자 1000인 이상)","전체","간접노동비용(계)[천원]","천원","1582.6","1696.1","1682.6","1491.9","1653.4","1458.9","1577.7","1616.5","1296.5","1270.8","1267",
"6규모(상용근로자 1000인 이상)","전체","퇴직급여 등의 비용[천원]","천원","660.4","788.4","801.8","665","835.8","660.5","797.5","856.6","602.5","574.8","541.9",
"6규모(상용근로자 1000인 이상)","전체","현물지급비용[천원]","천원","","","","-","-","-","6.7","6.9","4.3","5.5","5.6",
"6규모(상용근로자 1000인 이상)","전체","법정노동비용[천원]","천원","479","463.9","452.8","421.8","413.9","404.3","396.4","372.8","356.6","344.9","348.2",
"6규모(상용근로자 1000인 이상)","전체","법정외 복지비용[천원]","천원","380","377.1","363.5","341.6","337","328.5","290.4","291.1","253","271.1","282.7",
"6규모(상용근로자 1000인 이상)","전체","채용관련비용(모집비)[천원]","천원","9.8","10.7","10.2","8.1","9.1","9.2","9.9","9.2","10","6.9","6.5",
"6규모(상용근로자 1000인 이상)","전체","교육훈련비용[천원]","천원","53.4","56.1","54.4","55.4","57.6","56.3","65.7","67","59","54.4","65.9",
"6규모(상용근로자 1000인 이상)","전체","기타노동비용[천원]","천원","","","","-","-","-","11.1","12.9","11","13.2","16.1",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","노동비용총액[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","직접노동비용(계)[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","정액 및 초과급여[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","상여금 및 성과금[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","간접노동비용(계)[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","퇴직급여 등의 비용[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","현물지급비용[천원]","천원","","","","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","법정노동비용[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","법정외 복지비용[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","채용관련비용(모집비)[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","교육훈련비용[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","B. 광업(05~08)","기타노동비용[천원]","천원","","","","-","-","-","-","-","-","-","-",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","노동비용총액[천원]","천원","9097","8864.7","8785.2","8064.5","8153.3","7800.9","7638.1","7390.9","6568.5","6134.9","5935.2",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","직접노동비용(계)[천원]","천원","6982.4","6615.6","6510.4","6124.2","5845.5","5906.1","5582.5","5320.1","5018.9","4640.9","4530.3",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","정액 및 초과급여[천원]","천원","4403.3","4177.6","4180.2","3986.8","3767.4","3640","3542","3362.8","3129.1","2976.9","2948.9",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","상여금 및 성과금[천원]","천원","2579.1","2438","2330.2","2137.4","2078.1","2266.2","2040.5","1957.3","1889.7","1664.1","1581.4",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","간접노동비용(계)[천원]","천원","2114.5","2249","2274.9","1940.3","2307.8","1894.8","2055.6","2070.8","1549.6","1494","1404.9",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","퇴직급여 등의 비용[천원]","천원","875.8","1082.8","1143.8","902.8","1274.7","913.2","1105.1","1158.2","730","650.3","572",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","현물지급비용[천원]","천원","","","","-","-","-","9.6","10.1","6.7","7.6","7.1",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","법정노동비용[천원]","천원","590.9","563.2","541.5","505.6","496.2","478.7","476.3","430.6","406.5","394.9","386.4",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","법정외 복지비용[천원]","천원","571","525.2","512.2","457.3","458.7","428.3","358.5","365.5","310.9","358.1","346.5",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","채용관련비용(모집비)[천원]","천원","14","16.3","16.1","10.2","12","12.7","13.8","12.7","15.2","9.1","6.8",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","교육훈련비용[천원]","천원","62.9","61.6","61.3","64.5","66.1","62","76.6","76.6","65.8","55.2","63.3",
"6규모(상용근로자 1000인 이상)","C. 제조업(10~33)","기타노동비용[천원]","천원","","","","-","-","-","15.5","17.1","14.6","18.8","22.9",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","노동비용총액[천원]","천원","8761.6","8678.3","8788.1","8232.5","7839.5","7882.9","7869.6","8390.6","7445.8","6920.4","7135.6",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","직접노동비용(계)[천원]","천원","6908.6","6687.9","7058.8","6669.1","6456.2","6338.6","5987.7","6013.2","6291.9","5769.6","5843.9",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","정액 및 초과급여[천원]","천원","5303.3","5101.6","5201.7","5116.1","5072.7","4834","4504.8","4394","4770.6","4420.1","4442.5",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","상여금 및 성과금[천원]","천원","1605.3","1586.4","1857.2","1553","1383.5","1504.5","1482.9","1619.2","1521.2","1349.6","1401.3",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","간접노동비용(계)[천원]","천원","1853","1990.4","1729.2","1563.4","1383.4","1544.3","1881.9","2377.4","1154","1150.8","1291.7",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","퇴직급여 등의 비용[천원]","천원","588.3","683.5","809","615.3","504.3","549.9","979.3","1343.6","334.8","295","283.4",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","현물지급비용[천원]","천원","","","","-","-","-","0","0","0","0","0",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","법정노동비용[천원]","천원","568.5","542","494.1","500.8","494.7","488.6","434.8","435.4","407.3","395.3","391",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","법정외 복지비용[천원]","천원","520.1","585.9","261.8","254.1","189","262.3","296.4","401.9","269.1","272.8","412.4",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","채용관련비용(모집비)[천원]","천원","11.7","13.3","9.5","11.5","12.5","8.9","9.9","6.1","1.2","2.7","3",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","교육훈련비용[천원]","천원","164.4","165.8","154.9","181.6","182.9","234.6","148.1","181.2","134.6","169.1","193.9",
"6규모(상용근로자 1000인 이상)","D. 전기,가스,증기및수도사업(35~36)","기타노동비용[천원]","천원","","","","-","-","-","13.5","9.2","6.9","15.7","7.9",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","노동비용총액[천원]","천원","4417.8","4233.3","4131.2","4627.5","4299.7","3758.1","3624.4","3329.8","3573.4","3771.4","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","직접노동비용(계)[천원]","천원","3338.7","3291.6","3293.4","3743.7","3538.5","2993.1","2971.5","2751.4","2844.6","2711.1","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","정액 및 초과급여[천원]","천원","3049.5","3015","2787.9","3019.8","2967.6","2767.7","2731.2","2638.4","2680.4","2594","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","상여금 및 성과금[천원]","천원","289.3","276.6","505.5","723.9","570.9","225.4","240.4","113","164.2","117.1","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","간접노동비용(계)[천원]","천원","1079","941.7","837.8","883.8","761.2","765","652.8","578.4","728.8","1060.3","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","퇴직급여 등의 비용[천원]","천원","496.9","434.8","341","304.5","239.4","233.3","267.8","275","400.1","406.7","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","현물지급비용[천원]","천원","","","","-","-","-","0","0","0","14.7","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","법정노동비용[천원]","천원","423.1","333.8","354.4","320.1","293.3","319.3","322.9","278.4","297.7","285.1","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","법정외 복지비용[천원]","천원","100","151.1","111.4","240.7","209.2","198.4","47.3","25","31","313.4","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","채용관련비용(모집비)[천원]","천원",".6",".9",".5",".4",".4","1.1",".1","0","0","1.5","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","교육훈련비용[천원]","천원","58.4","21.1","30.5","18.1","18.9","13","14.9","0","0","17.6","-",
"6규모(상용근로자 1000인 이상)","E. 하수·폐기물처리,원료재생및환경복원업(37~39)","기타노동비용[천원]","천원","","","","-","-","-","0","0","0","21.4","-",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","노동비용총액[천원]","천원","8635.4","8623.1","8555.5","7577","7477.9","7678.5","7721.9","7700.4","6599.8","6235.5","7179.3",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","직접노동비용(계)[천원]","천원","6357.1","6480.6","6530.3","5934.8","5716.1","5962.6","6104.3","5630.5","4926.4","4669.9","5411.1",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","정액 및 초과급여[천원]","천원","5564.8","5581.9","5347.3","4988.1","4676.1","4769","4825.6","4457.3","3850.2","3614","4021",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","상여금 및 성과금[천원]","천원","792.3","898.6","1183","946.7","1040","1193.6","1278.7","1173.1","1076.2","1055.9","1390.1",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","간접노동비용(계)[천원]","천원","2278.3","2142.6","2025.2","1642.3","1761.8","1715.9","1617.6","2070","1673.4","1565.6","1768.2",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","퇴직급여 등의 비용[천원]","천원","960.3","964.2","877","658.4","774.3","671","631.7","1017.3","617.1","606.7","689.3",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","현물지급비용[천원]","천원","","","","-","-","-","10.4","11","9.8","8.7","4.4",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","법정노동비용[천원]","천원","943","806.2","770.6","642.9","643.1","699.9","684.2","708.2","673","649","708.7",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","법정외 복지비용[천원]","천원","306.8","303.3","318.9","288.5","289.5","275.6","207.5","231.4","275.3","222.6","253.5",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","채용관련비용(모집비)[천원]","천원","4.3","4","4.4","5.7","9.3","8.8","11","10.3","8.3","4.7","7.8",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","교육훈련비용[천원]","천원","63.9","64.9","54.2","46.7","45.6","60.6","69.4","86.7","78.7","68.1","98.9",
"6규모(상용근로자 1000인 이상)","F. 건설업(41~42)","기타노동비용[천원]","천원","","","","-","-","-","3.3","5.2","11.2","5.7","5.5",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","노동비용총액[천원]","천원","5384.2","4753.5","4375.9","4156.4","4445.4","4248.8","4579.9","4350.9","4721.9","4510.1","4707",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","직접노동비용(계)[천원]","천원","4187.9","3638.2","3487.9","3273.5","3512.3","3288.5","3547.5","3387","3797.2","3470.4","3676.9",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","정액 및 초과급여[천원]","천원","3219.9","2853.6","2865.2","2661","2960.4","2637.7","2841.9","2613","2861.5","2556.6","2635",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","상여금 및 성과금[천원]","천원","968","784.6","622.7","612.5","551.9","650.8","705.6","774","935.6","913.8","1041.8",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","간접노동비용(계)[천원]","천원","1196.3","1115.4","888","882.9","933","960.3","1032.4","964","924.8","1039.7","1030.2",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","퇴직급여 등의 비용[천원]","천원","488.2","456.6","365.7","352.5","404.5","437.1","463.6","436.1","439","477.9","437.2",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","현물지급비용[천원]","천원","","","","-","-","-","3.7","3.5","1.1",".7","7.5",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","법정노동비용[천원]","천원","371.5","344.7","292.6","286","283.1","288.2","306","274.9","267.1","275","289.2",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","법정외 복지비용[천원]","천원","293.1","270.4","198.6","213.9","203.9","190.1","189.5","168.8","164.5","226.8","219",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","채용관련비용(모집비)[천원]","천원","7.2","8.4","5.4","4.9","7","6.1","10.9","8.5","6.8","5.3","4.6",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","교육훈련비용[천원]","천원","36.3","35.2","25.7","25.6","34.6","38.9","51.5","51.8","39.1","52","67.5",
"6규모(상용근로자 1000인 이상)","G. 도매및소매업(45~47)","기타노동비용[천원]","천원","","","","-","-","-","7.2","20.5","7.3","1.9","5.2",
"6규모(상용근로자 1000인 이상)","H. 운수업(49~52)","노동비용총액[천원]","천원","6792.3","6294.7","6074.9","6312","6206.5","5787.2","5717.5","5581.8","5927.7","5805.4","5419.1",
"6규모(상용근로자 1000인 이상)","H. 운수업(49~52)","직접노동비용(계)[천원]","천원","5339","4829.7","4789.5","4983.3","4895.4","4585.6","4362","4192.8","4731.3","4592.3","4212.5",
"6규모(상용근로자 1000인 이상)","H. 운수업(49~52)","정액 및 초과급여[천원]","천원","4030.9","3624.6","3701.3","3765.7","3821.5","3434","3368.7","3198.7","3536","3340","3007.9",
"6규모(상용근로자 1000인 이상)","H. 운수업(49~52)","상여금 및 성과금[천원]","천원","1308.1","1205.1","1088.3","1217.6","1073.8","1151.6","993.3","994","1195.3","1252.3","1204.6",
"6규모(상용근로자 1000인 이상)","H. 운수업(49~52)","간접노동비용(계)[천원]","천원","1453.3","1465","1285.3","1328.6","1311.2","1201.6","1355.5","1389","1196.4","1213.1","1206.6",
"6규모(상용근로자 1000인 이상)","H. 운수업(49~52)","퇴직급여 등의 비용[천원]","천원","465.8","508.5","403.8","470","491.6","370.1","572.2","650.5","396","424.9","475.4",
"6규모(상용근로자 1000인 이상)","H. 운수업(49~52)","현물지급비용[천원]","천원","","","","-","-","-","3.3","2.5",".7","0","0",
"6규모(상용근로자 1000인 이상)","H. 운수업(49~52)","법정노동비용[천원]","천원","477.3","476","434.9","444.1","406.9","390.7","366.1","345.6","351.7","355","330.8",
"6규모(상용근로자 1000인 이상)","H. 운수업(49~52)","법정외 복지비용[천원]","천원","442.8","397","399.8","383.4","381.1","410.4","374.5","349.5","403.4","352.3","309.8",
