"기업규모별","산업분류별","항목","단위","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년",
"전규모(상용근로자 10인 이상)","전체","노동비용총액[천원]","천원","5195.5","5023.4","4934.2","4781.7","4669.6","4549.8","4487.3","4328.5","4021.5","3866","3845.6",
"전규모(상용근로자 10인 이상)","전체","직접노동비용(계)[천원]","천원","4146.6","3994.9","3937.9","3786.1","3661.6","3585","3475.9","3331.6","3165.5","3013.8","3003",
"전규모(상용근로자 10인 이상)","전체","정액 및 초과급여[천원]","천원","3383.3","3237.2","3174.8","3059.1","2940.6","2833.1","2736.9","2611.3","2461.1","2341","2331.9",
"전규모(상용근로자 10인 이상)","전체","상여금 및 성과금[천원]","천원","763.3","757.7","763.1","727","721","751.9","739","720.4","704.4","672.8","671.1",
"전규모(상용근로자 10인 이상)","전체","간접노동비용(계)[천원]","천원","1048.9","1028.5","996.3","995.5","1007.9","964.8","1011.4","996.8","856","852.1","842.6",
"전규모(상용근로자 10인 이상)","전체","퇴직급여 등의 비용[천원]","천원","442.3","448.8","441.6","438.5","457.2","412.7","470.7","480.3","383.3","370.8","360.4",
"전규모(상용근로자 10인 이상)","전체","현물지급비용[천원]","천원","","","","-","-","-","4","4.2","2.7","3.1","3.1",
"전규모(상용근로자 10인 이상)","전체","법정노동비용[천원]","천원","359.1","340.1","330.6","319","313.4","308.4","296.8","280.1","266.7","259.1","255.5",
"전규모(상용근로자 10인 이상)","전체","법정외 복지비용[천원]","천원","219.4","211.3","197.9","209.6","207.7","212.2","201.8","195.5","169.3","185.1","184.8",
"전규모(상용근로자 10인 이상)","전체","채용관련비용(모집비)[천원]","천원","5.3","5.4","5.1","4.6","5","5.3","4.9","4.3","4.7","3.3","3.2",
"전규모(상용근로자 10인 이상)","전체","교육훈련비용[천원]","천원","22.8","22.8","21.1","23.8","24.7","26.1","27.7","27.2","24.5","24.9","29",
"전규모(상용근로자 10인 이상)","전체","기타노동비용[천원]","천원","","","","-","-","-","5.6","5.2","4.8","5.8","6.6",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","노동비용총액[천원]","천원","5506.4","5444.1","5191.1","4818.5","4687.7","4760.9","4579.4","4299.1","3645.6","3442","3499.7",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","직접노동비용(계)[천원]","천원","4399.9","4123.4","3936.4","3610.1","3513.5","3530.3","3395.5","3209.2","2831.5","2629.7","2674.7",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","정액 및 초과급여[천원]","천원","3875.5","3640.5","3361.6","3076.5","2960.1","2939","2866.1","2703.4","2509.4","2348.7","2365.3",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","상여금 및 성과금[천원]","천원","524.4","482.8","574.9","533.6","553.4","591.3","529.3","505.9","322.1","281","309.4",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","간접노동비용(계)[천원]","천원","1106.5","1320.7","1254.7","1208.3","1174.2","1230.6","1183.9","1089.9","814","812.4","825",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","퇴직급여 등의 비용[천원]","천원","361.7","455.1","410.6","428","367.8","419.4","387.5","363.4","235.5","236.3","232.3",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","현물지급비용[천원]","천원","","","","-","-","-","4.3","2.3",".8",".6",".7",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","법정노동비용[천원]","천원","504","599.9","610.2","575.3","585.1","585.2","590.6","504.7","406.6","384.7","397.4",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","법정외 복지비용[천원]","천원","238.6","261.5","230.9","202.6","219.1","223","198.1","216.8","168.8","189.1","192.2",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","채용관련비용(모집비)[천원]","천원",".3",".2",".4",".1",".3",".3",".3",".2",".1",".3",".4",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","교육훈련비용[천원]","천원","1.8","4","2.5","2.3","1.9","2.7","1.3","1","1",".6","1.1",
"전규모(상용근로자 10인 이상)","B. 광업(05~08)","기타노동비용[천원]","천원","","","","-","-","-","1.8","1.5","1.3",".8",".9",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","노동비용총액[천원]","천원","7182.1","7565.4","7545.7","7902.3","7380.1","7421.9","7115.6","6304.1","4835.7","4924.5","5022.3",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","직접노동비용(계)[천원]","천원","5609.6","5121.3","5129.8","5015.8","4843.1","4806.8","4351.6","4096.7","3396.1","3240","3095.9",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","정액 및 초과급여[천원]","천원","3774.8","3365.3","3354.8","3374","3275.7","3261","2925.3","2655.3","2721.8","2563.2","2301.9",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","상여금 및 성과금[천원]","천원","1834.8","1756","1775","1641.7","1567.4","1545.7","1426.3","1441.4","674.3","676.8","794",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","간접노동비용(계)[천원]","천원","1572.5","2444","2415.9","2886.5","2537","2615.1","2764","2207.4","1439.6","1684.5","1926.4",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","퇴직급여 등의 비용[천원]","천원","834.3","879.3","843.9","901.4","732.6","859","860.2","536.8","217.8","196","225.4",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","현물지급비용[천원]","천원","","","","-","-","-","6.8","3.4","3.2","3","5.1",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","법정노동비용[천원]","천원","620.4","1400.9","1411.2","1857.4","1584.7","1572.9","1719","1410.2","1136.2","1377.7","1636.7",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","법정외 복지비용[천원]","천원","117.1","162.3","159.4","126","215.4","178.7","175","253.6","78.9","104","47.9",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","채용관련비용(모집비)[천원]","천원",".2",".3",".3",".4","1.3","0","0",".6","0",".4","2.9",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","교육훈련비용[천원]","천원",".3","1.2","1.2","1.3","3.1","4.6","1.9","1.7","1.9","0",".3",
"전규모(상용근로자 10인 이상)","석탄,원유및천연가스광업","기타노동비용[천원]","천원","","","","-","-","-","1.1","1.1","1.5","3.4","8.2",
"전규모(상용근로자 10인 이상)","금속광업","노동비용총액[천원]","천원","4689.6","4578.3","3978.1","4389.4","4712.7","4722.3","4692.6","4542.1","3202.4","3141.1","3497.5",
"전규모(상용근로자 10인 이상)","금속광업","직접노동비용(계)[천원]","천원","3624.6","3828.6","3311.4","3317","3622","3564.6","3546.1","3259","2484.5","2285","2472.4",
"전규모(상용근로자 10인 이상)","금속광업","정액 및 초과급여[천원]","천원","3436.6","3699.2","3139.7","3074.1","3180.3","3141","3104.4","2672.1","2241.5","2054.2","2217.9",
"전규모(상용근로자 10인 이상)","금속광업","상여금 및 성과금[천원]","천원","188","129.5","171.7","242.8","441.7","423.6","441.6","587","243","230.8","254.5",
"전규모(상용근로자 10인 이상)","금속광업","간접노동비용(계)[천원]","천원","1065","749.7","666.7","1072.5","1090.7","1157.7","1146.6","1283.1","717.9","856.1","1025.1",
"전규모(상용근로자 10인 이상)","금속광업","퇴직급여 등의 비용[천원]","천원","360","100.2","168.1","413.8","374.5","267.6","234.8","385.7","206.9","189.2","191.7",
"전규모(상용근로자 10인 이상)","금속광업","현물지급비용[천원]","천원","","","","-","-","-","0","0","0","0","0",
"전규모(상용근로자 10인 이상)","금속광업","법정노동비용[천원]","천원","516.4","453.4","386.4","471","503.7","659.2","733.4","751.7","405.8","543","635.2",
"전규모(상용근로자 10인 이상)","금속광업","법정외 복지비용[천원]","천원","186","195.8","112.1","187.6","212.3","230.7","178","145.7","105.2","123.9","198.2",
"전규모(상용근로자 10인 이상)","금속광업","채용관련비용(모집비)[천원]","천원","0","0","0","0","-","0","0","0","0","0","0",
"전규모(상용근로자 10인 이상)","금속광업","교육훈련비용[천원]","천원","2.5",".3",".1",".1",".2",".2",".3","0","0","0","0",
"전규모(상용근로자 10인 이상)","금속광업","기타노동비용[천원]","천원","","","","-","-","-","0","0","0","0","0",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","노동비용총액[천원]","천원","5294.3","5148.4","4795.6","4425.1","4247.4","4343.3","4094.9","3935.5","3445.6","3341.1","3408.7",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","직접노동비용(계)[천원]","천원","4252.4","3979.8","3736.2","3433.3","3293","3326.8","3210.7","3049.6","2738.5","2591.1","2652.1",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","정액 및 초과급여[천원]","천원","3903.1","3681.1","3368.8","3037.6","2901.5","2876.1","2850.3","2712.7","2476.2","2337.5","2371",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","상여금 및 성과금[천원]","천원","349.3","298.7","367.5","395.7","391.5","450.7","360.5","336.9","262.3","253.7","281.1",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","간접노동비용(계)[천원]","천원","1041.9","1168.6","1059.3","991.8","954.3","1016.4","884.2","885.9","707.1","750","756.7",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","퇴직급여 등의 비용[천원]","천원","295","403.3","338.4","366.3","308","359.1","300.6","331.9","238.9","239.8","233.2",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","현물지급비용[천원]","천원","","","","-","-","-","3.9","2.1",".4",".4",".4",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","법정노동비용[천원]","천원","487.2","481","470.6","409.8","424.5","424.9","373.2","337.3","280.5","312.1","320.3",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","법정외 복지비용[천원]","천원","257.4","279.5","247.1","213.1","220","229.5","202.9","211.8","185.1","196.1","200.8",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","채용관련비용(모집비)[천원]","천원",".3",".2",".4",".1",".1",".4",".4",".2",".1",".3",".2",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","교육훈련비용[천원]","천원","2","4.6","2.8","2.5","1.8","2.5","1.2",".9",".8",".7","1.2",
"전규모(상용근로자 10인 이상)","비금속광물광업;연료용제외","기타노동비용[천원]","천원","","","","-","-","-","2","1.6","1.2",".6",".5",
"전규모(상용근로자 10인 이상)","광업지원서비스업","노동비용총액[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","직접노동비용(계)[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","정액 및 초과급여[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","상여금 및 성과금[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","간접노동비용(계)[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","퇴직급여 등의 비용[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","현물지급비용[천원]","천원","","","","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","법정노동비용[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","법정외 복지비용[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","채용관련비용(모집비)[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","교육훈련비용[천원]","천원","-","-","-","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","광업지원서비스업","기타노동비용[천원]","천원","","","","-","-","-","-","-","-","-","-",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","노동비용총액[천원]","천원","5921.8","5728.1","5654.8","5397.4","5373.2","5226.5","5121.1","4890.6","4464.4","4288.6","4211.5",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","직접노동비용(계)[천원]","천원","4647.1","4467.1","4389.6","4191.3","4094.1","4051.2","3871.8","3674.5","3446.6","3283.5","3238.1",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","정액 및 초과급여[천원]","천원","3570.4","3410.7","3326.8","3195.6","3075.9","2981.8","2864.5","2724","2541.5","2428.8","2406.8",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","상여금 및 성과금[천원]","천원","1076.8","1056.4","1062.8","995.7","1018.2","1069.4","1007.4","950.4","905.1","854.7","831.3",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","간접노동비용(계)[천원]","천원","1274.7","1261","1265.2","1206.2","1279.1","1175.3","1249.3","1216.1","1017.8","1005.1","973.4",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","퇴직급여 등의 비용[천원]","천원","540.9","564.8","581.5","539.7","615.3","514.6","603.2","609.7","462.9","434","420.4",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","현물지급비용[천원]","천원","","","","-","-","-","4.9","5.4","3.6","3.7","3.5",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","법정노동비용[천원]","천원","400.6","382.3","377.3","355.2","350","345.9","338.8","310.2","294.8","286.5","278.9",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","법정외 복지비용[천원]","천원","304.5","285","276.1","280.6","281.6","281.5","255.9","247.2","216.2","242","228.7",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","채용관련비용(모집비)[천원]","천원","5.7","6.4","6.6","4.8","5.5","6.5","6","5.1","6","4","3.4",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","교육훈련비용[천원]","천원","23","22.6","23.6","25.8","26.7","26.8","32.3","31.1","27.5","26.2","29",
"전규모(상용근로자 10인 이상)","C. 제조업(10~33)","기타노동비용[천원]","천원","","","","-","-","-","8","7.3","6.8","8.5","9.5",
"전규모(상용근로자 10인 이상)","식료품제조업","노동비용총액[천원]","천원","4412","4465.4","4285.3","3851.5","3862.5","3892.8","3837.6","3839.4","3783.6","3605.8","3491.4",
"전규모(상용근로자 10인 이상)","식료품제조업","직접노동비용(계)[천원]","천원","3435.4","3418.6","3306.6","2991.1","2955.4","2984.7","2947.5","2809.6","2747.5","2629","2534",
"전규모(상용근로자 10인 이상)","식료품제조업","정액 및 초과급여[천원]","천원","2980.5","2960.2","2810.5","2521.4","2423.8","2422.9","2389","2251.6","2120.6","2070","2007.9",
"전규모(상용근로자 10인 이상)","식료품제조업","상여금 및 성과금[천원]","천원","455","458.5","496","469.7","531.6","561.8","558.5","558","626.9","559","526.1",
"전규모(상용근로자 10인 이상)","식료품제조업","간접노동비용(계)[천원]","천원","976.6","1046.8","978.8","860.3","907.1","908.1","890.2","1029.8","1036","976.7","957.4",
"전규모(상용근로자 10인 이상)","식료품제조업","퇴직급여 등의 비용[천원]","천원","426.5","512.8","403.9","354.3","441.5","415.7","382.5","526.1","535.3","476.9","470.5",
"전규모(상용근로자 10인 이상)","식료품제조업","현물지급비용[천원]","천원","","","","-","-","-","5.5","4.4","4.7","5.3","4.1",
"전규모(상용근로자 10인 이상)","식료품제조업","법정노동비용[천원]","천원","310.6","295.3","299.4","262.5","247.7","250.7","260.2","239.2","241.8","225.2","217.9",
"전규모(상용근로자 10인 이상)","식료품제조업","법정외 복지비용[천원]","천원","210.9","214.3","229.4","215.7","191.6","206.4","203.9","222.3","227.3","220.8","214.3",
"전규모(상용근로자 10인 이상)","식료품제조업","채용관련비용(모집비)[천원]","천원","5.3","4.1","7.2","3.7","5","9.5","4","3.8","2.2","2.3","3.2",
"전규모(상용근로자 10인 이상)","식료품제조업","교육훈련비용[천원]","천원","23.2","20.4","38.8","24.1","21.2","25.8","26.2","25.8","21.1","37.2","39.6",
"전규모(상용근로자 10인 이상)","식료품제조업","기타노동비용[천원]","천원","","","","-","-","-","7.8","8.2","3.7","9","7.7",
"전규모(상용근로자 10인 이상)","음료제조업","노동비용총액[천원]","천원","6047.6","6272.7","5710.5","5800.7","5608.3","5609.5","5455","4901.7","4365","3961","3886.6",
"전규모(상용근로자 10인 이상)","음료제조업","직접노동비용(계)[천원]","천원","4854.3","4750.8","4445.1","4523","4445.2","4285.1","4118.9","3819.7","3337.1","3041.6","3014.3",
"전규모(상용근로자 10인 이상)","음료제조업","정액 및 초과급여[천원]","천원","3672.9","3596.7","3305.3","3285.3","3116.7","3065.3","2974.9","2826.9","2408.1","2212.5","2214.8",
"전규모(상용근로자 10인 이상)","음료제조업","상여금 및 성과금[천원]","천원","1181.4","1154.1","1139.9","1237.6","1328.5","1219.8","1144","992.8","929.1","829.1","799.5",
"전규모(상용근로자 10인 이상)","음료제조업","간접노동비용(계)[천원]","천원","1193.3","1521.9","1265.4","1277.8","1163.1","1324.4","1336.1","1082","1027.8","919.4","872.3",
"전규모(상용근로자 10인 이상)","음료제조업","퇴직급여 등의 비용[천원]","천원","426.6","520.2","611.6","559.1","466","599.7","682.4","495.5","477.5","405.7","382.9",
"전규모(상용근로자 10인 이상)","음료제조업","현물지급비용[천원]","천원","","","","-","-","-","13.9","13.2","5.5","8","9.2",
"전규모(상용근로자 10인 이상)","음료제조업","법정노동비용[천원]","천원","410.3","378.5","379.8","404.8","396.8","381.7","348.3","336.1","309.8","278.2","276.3",
"전규모(상용근로자 10인 이상)","음료제조업","법정외 복지비용[천원]","천원","330.6","447","245.6","289.4","281.5","317.2","257.6","199.7","212.6","208.7","186.3",
"전규모(상용근로자 10인 이상)","음료제조업","채용관련비용(모집비)[천원]","천원","11.9","5.8","7.8","6.4","5.9","9.2","4.3","9.4","4","1.6","2.5",
"전규모(상용근로자 10인 이상)","음료제조업","교육훈련비용[천원]","천원","13.7","170.4","20.5","18.1","12.9","16.5","20.2","20","17.4","11.6","9.9",
"전규모(상용근로자 10인 이상)","음료제조업","기타노동비용[천원]","천원","","","","-","-","-","9.4","7.9","1","5.6","5.3",
"전규모(상용근로자 10인 이상)","담배제조업","노동비용총액[천원]","천원","8140.9","7962.8","8052.7","7743.7","7259.5","7341.4","7563.6","6716.2","6957.5","6768.2","7377.7",
"전규모(상용근로자 10인 이상)","담배제조업","직접노동비용(계)[천원]","천원","6249.3","5970.9","6172.9","6064.7","5759.5","5784.3","5865.3","5375.3","4689.7","4699.4","4767.8",
"전규모(상용근로자 10인 이상)","담배제조업","정액 및 초과급여[천원]","천원","4573","4382.2","4462.1","4510.6","4155.6","3951.2","3941.9","3657","3257.7","3199.6","3344.9",
"전규모(상용근로자 10인 이상)","담배제조업","상여금 및 성과금[천원]","천원","1676.3","1588.6","1710.7","1554.1","1603.9","1833.1","1923.4","1718.3","1432.1","1499.8","1423",
"전규모(상용근로자 10인 이상)","담배제조업","간접노동비용(계)[천원]","천원","1891.6","1991.9","1879.8","1679","1500","1557.1","1698.3","1340.8","2267.8","2068.8","2609.9",
"전규모(상용근로자 10인 이상)","담배제조업","퇴직급여 등의 비용[천원]","천원","892.1","1034","946","812.5","688.8","657.1","839.1","596.9","1351.1","1296.8","1976.6",
"전규모(상용근로자 10인 이상)","담배제조업","현물지급비용[천원]","천원","","","","-","-","-","0","0","0","0","0",
"전규모(상용근로자 10인 이상)","담배제조업","법정노동비용[천원]","천원","590.9","529.1","525.8","506.8","487.8","530.6","510.3","392.4","390.3","353.7","352.3",
"전규모(상용근로자 10인 이상)","담배제조업","법정외 복지비용[천원]","천원","305.9","341.8","325.6","255.8","237.3","269.5","241.4","232.9","325.2","263.8","129.5",
"전규모(상용근로자 10인 이상)","담배제조업","채용관련비용(모집비)[천원]","천원","9.3","10.7","10.1","8.5","1.7","6.7","9","14","12.7","36.1","11.9",
"전규모(상용근로자 10인 이상)","담배제조업","교육훈련비용[천원]","천원","93.5","76.3","72.3","95.4","84.4","93.3","98.6","104.7","188.5","118.4","139.6",
"전규모(상용근로자 10인 이상)","담배제조업","기타노동비용[천원]","천원","","","","-","-","-","0","0","0","0","0",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","노동비용총액[천원]","천원","4102.5","3881.5","3766.4","3759.4","3705.4","3646.3","3696.8","3764.5","3347","3128.8","3058",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","직접노동비용(계)[천원]","천원","3305.3","3139","3062.2","3074.6","3004","2932","2938.2","2949.6","2692","2488","2457.8",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","정액 및 초과급여[천원]","천원","3108.3","2931.8","2684.1","2725.7","2664","2590.3","2579.1","2527.3","2246","2051.8","1993.8",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","상여금 및 성과금[천원]","천원","197","207.2","378.2","349","340","341.8","359.1","422.3","446","436.2","463.9",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","간접노동비용(계)[천원]","천원","797.2","742.5","704.2","684.8","701.4","714.3","758.6","814.9","655","640.7","600.3",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","퇴직급여 등의 비용[천원]","천원","348","317.3","295.4","223","258","259.2","292.9","339.9","252","248.7","223.3",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","현물지급비용[천원]","천원","","","","-","-","-","9.4",".1",".3",".2","0",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","법정노동비용[천원]","천원","282","275.4","240.9","273.8","266.8","274.5","266","257.1","225.1","217.8","202",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","법정외 복지비용[천원]","천원","161.8","139.6","166.1","179.2","163.6","165.9","165.3","180.3","149.1","150","144.2",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","채용관련비용(모집비)[천원]","천원","1.6","1.2",".7","1.5","1.5","2.2","3.7","4.5","4.1","5.2","3.9",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","교육훈련비용[천원]","천원","3.8","9","1.1","7.3","11.5","12.6","18.6","19.9","17.5","15.6","17.9",
"전규모(상용근로자 10인 이상)","섬유제품제조업;의복제외","기타노동비용[천원]","천원","","","","-","-","-","2.7","13.1","6.9","3.4","9",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","노동비용총액[천원]","천원","3882.4","3944.2","3761.2","3835.9","3696.1","3647.7","3590.6","3310.8","2912.8","2651","2730.5",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","직접노동비용(계)[천원]","천원","3219.7","3259.4","3141.7","3102.5","2992.4","2910.4","2873","2688.3","2363.2","2156.7","2260.6",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","정액 및 초과급여[천원]","천원","3031.7","3025.6","2969.2","2877.8","2779.6","2700.7","2687.2","2439.4","2219","2023.7","2131.5",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","상여금 및 성과금[천원]","천원","188","233.8","172.4","224.7","212.9","209.8","185.8","249","144.2","133","129.1",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","간접노동비용(계)[천원]","천원","662.7","684.8","619.5","733.4","703.7","737.3","717.6","622.5","549.6","494.2","469.9",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","퇴직급여 등의 비용[천원]","천원","273.2","314.1","265.6","329.8","300.8","324.6","390.8","294.2","292.5","251.7","236",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","현물지급비용[천원]","천원","","","","-","-","-","4.8","6",".8",".2","0",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","법정노동비용[천원]","천원","288.9","270.3","272.1","272.5","264.1","254.6","237.6","214.6","183.7","174.9","181.1",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","법정외 복지비용[천원]","천원","86","86.5","68.2","114.9","114.4","130.9","63.8","100.9","65.3","61","45.2",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","채용관련비용(모집비)[천원]","천원","4.5","5.4","2.5","4","5.9","3.7","5.9",".9","1","1.4",".6",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","교육훈련비용[천원]","천원","10","8.4","11.1","12.2","18.4","23.5","14.7","6","6.2","3.4","5.1",
"전규모(상용근로자 10인 이상)","의복,의복액세서리및모피제품제조업","기타노동비용[천원]","천원","","","","-","-","-","0","0","0","1.7","2",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","노동비용총액[천원]","천원","3514.2","3626.3","3479.6","3473.2","3356.2","3233.4","2687.3","2738.5","2924.3","2898.9","2720.6",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","직접노동비용(계)[천원]","천원","2832.7","2988.9","2889.1","2825.5","2708.6","2599.2","2192.9","2201.1","2275.7","2151.1","2077.8",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","정액 및 초과급여[천원]","천원","2620.1","2726.7","2563.1","2491.6","2384.9","2272.2","1924.8","2024.9","1991.3","1874.7","1791.9",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","상여금 및 성과금[천원]","천원","212.6","262.2","326","333.9","323.6","327.1","268.1","176.2","284.3","276.4","285.9",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","간접노동비용(계)[천원]","천원","681.5","637.4","590.5","647.8","647.6","634.2","494.4","537.4","648.7","747.8","642.9",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","퇴직급여 등의 비용[천원]","천원","307.4","287.1","202.5","268.8","257.3","183.3","214.4","280.9","405.4","432.8","354.2",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","현물지급비용[천원]","천원","","","","-","-","-","0","0","0","0",".2",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","법정노동비용[천원]","천원","253.9","255.2","243.6","235.7","230.9","242","181.6","182.9","188.8","195.3","177.5",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","법정외 복지비용[천원]","천원","117.1","91","140.9","136.9","148.9","199.1","80.5","73.7","54.4","115.1","108.5",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","채용관련비용(모집비)[천원]","천원",".5","1.7","1.3",".9","3.2","1.3",".3","0","0","0",".2",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","교육훈련비용[천원]","천원","2.6","2.4","2.2","5.5","7.3","8.4","17.6","0","0","3.9","1.7",
"전규모(상용근로자 10인 이상)","가죽,가방및신발제조업","기타노동비용[천원]","천원","","","","-","-","-",".2","0","0",".7",".6",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","노동비용총액[천원]","천원","4311.3","4077.2","3930.7","3496.2","3294.9","3282.9","3028","2817","2670.5","2550.5","2590.9",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","직접노동비용(계)[천원]","천원","3405.2","3282.2","3056.5","2830.2","2678.9","2650.3","2410.2","2217.8","2049.3","2011.7","2072",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","정액 및 초과급여[천원]","천원","3059.1","2943.6","2769.9","2484.4","2367.7","2319.3","2242.3","2066.6","1831.5","1831.4","1861.3",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","상여금 및 성과금[천원]","천원","346","338.6","286.6","345.8","311.3","331","167.9","151.3","217.8","180.4","210.7",
"전규모(상용근로자 10인 이상)","목재및나무제품제조업;가구제외","간접노동비용(계)[천원]","천원","906.1","795","874.1","666","616","632.6","617.8","599.1","621.2","538.7","518.9",
